universityid,med_sat_value,med_sat_percentile,grad_100_value,grad_100_percentile,passing_rate
217420,553,13,14.6,27,77.5
217475,683,3,2.9,9,64.5
217484,764,68,41.3,84,81.3
217493,622,87,72.3,88,92.6
217518,725,25,50.2,62,83.0
217536,769,67,60.8,77,79.0
217606,720,91,35.7,39,78.8
217615,840,57,3.5,12,48.4
217624,763,57,11.4,5,44.6
217633,586,58,35.6,39,73.4
217688,748,21,22.8,17,64.7
217712,784,50,3.4,12,49.7
217721,570,86,14.3,7,53.3
217749,711,78,51.4,91,79.8
217776,742,8,29.2,28,65.6
217819,581,87,52.0,92,82.6
217837,829,39,3.6,13,51.4
217864,658,69,62.3,96,84.6
217873,820,4,28.8,27,70.2
217882,815,96,59.1,95,91.9
217891,695,26,40.9,15,74.9
217907,517,17,38.7,44,59.4
217925,526,51,52.2,65,85.1
217934,848,38,31.7,32,64.2
217961,614,57,54.8,70,73.5
217989,797,38,14.1,69,36.5
217998,669,32,51.5,64,83.2
218025,689,81,5.7,29,46.3
218043,511,32,65.2,83,60.7
218061,616,16,16.4,33,66.8
218070,501,87,80.0,93,87.5
218113,829,20,5.3,26,48.9
218140,643,50,7.8,40,56.9
218229,668,18,32.1,71,61.4
218238,518,32,18.7,12,58.3
218353,818,38,3.2,10,52.0
218399,774,64,13.6,6,50.0
218414,545,12,27.2,23,68.6
218441,686,74,41.2,47,73.3
218487,732,46,4.8,21,52.8
218520,627,71,5.8,30,58.6
218539,513,70,60.0,76,80.1
218645,709,28,20.7,46,65.8
218654,764,14,9.8,15,55.8
218663,850,91,54.2,92,87.4
218672,678,29,7.7,39,53.7
218681,768,7,18.7,81,45.5
218690,599,64,9.9,51,55.4
218706,835,14,21.3,86,44.2
218724,731,35,26.9,63,62.6
218733,624,3,13.7,25,60.3
218742,625,30,23.7,55,66.1
218821,836,33,38.6,39,52.8
218830,573,18,6.0,31,56.2
218858,724,94,8.7,47,48.9
218885,818,86,5.2,25,45.6
218894,578,1,4.4,19,52.9
218919,735,58,20.2,14,46.3
218955,640,39,4.7,20,38.5
218964,767,51,34.8,76,71.8
218973,627,82,78.2,91,89.5
218991,689,38,6.6,33,52.3
219000,684,19,48.3,59,80.0
219046,715,35,10.8,17,59.3
219055,664,74,5.6,7,33.3
219082,723,43,19.6,42,69.3
219091,817,51,31.2,31,76.8
219143,706,52,55.7,99,80.4
219189,634,0,58.3,99,78.7
219198,536,32,45.4,55,67.0
219204,650,50,9.5,21,83.3
219213,579,66,0.0,0,66.7
219259,651,98,23.6,55,71.1
219277,800,3,5.0,4,42.6
219295,648,12,33.3,35,57.7
219347,630,89,16.6,34,78.9
219356,671,59,26.7,62,75.9
219374,637,16,0.0,0,75.0
219383,709,53,35.2,38,65.8
219408,774,83,6.6,33,31.0
219426,600,80,29.7,93,60.1
219471,794,6,30.2,69,76.5
219480,539,8,39.3,96,41.1
219505,778,72,37.5,41,60.0
219578,664,69,44.4,53,87.5
219602,647,42,15.2,30,66.2
219639,536,72,38.8,44,74.2
219709,692,83,56.2,72,83.3
219718,764,11,10.6,5,55.6
219790,675,49,54.3,69,70.8
219806,643,53,37.1,41,68.7
219824,749,92,2.8,9,51.9
219833,653,66,31.3,32,77.8
219879,731,43,5.3,26,53.2
219888,770,29,7.4,38,57.9
219903,799,3,52.2,67,68.9
219949,663,25,20.5,14,63.7
219976,732,76,43.7,51,76.7
220002,654,60,57.4,75,33.3
220057,799,59,1.5,3,47.5
220075,663,49,17.2,36,66.2
220118,559,88,34.4,45,69.6
220181,695,3,41.0,47,70.1
220206,571,63,16.1,9,71.7
220215,820,64,38.4,43,77.6
220312,550,4,62.0,86,70.0
220400,729,4,2.2,5,43.2
220464,704,75,52.6,57,52.6
220473,677,37,44.0,52,80.4
220516,831,44,44.5,53,68.7
220552,602,99,29.6,71,52.7
220598,633,0,19.8,14,48.6
220604,571,1,5.6,2,45.7
220613,501,63,34.6,37,77.2
220631,673,50,14.2,7,74.4
220701,629,34,40.0,45,55.1
220710,524,54,46.7,57,72.2
220808,801,39,29.2,28,69.1
220862,513,55,13.1,22,75.8
220941,575,99,0.0,0,60.0
220978,820,45,16.1,33,68.4
221014,538,64,51.5,64,86.8
221096,548,43,15.7,73,53.1
221148,610,16,31.6,39,70.9
221184,629,75,12.2,62,49.9
221254,776,98,31.0,31,60.0
221351,842,90,74.1,89,92.6
221397,616,43,7.9,41,60.5
221485,574,0,5.7,29,47.0
221519,744,88,75.6,90,90.7
221643,634,78,21.8,87,54.6
221661,741,48,19.2,13,77.0
221731,734,30,32.0,33,60.6
221740,556,65,15.1,30,69.1
221759,784,90,36.8,78,85.6
221768,822,59,21.4,48,69.9
221795,604,99,90.3,97,20.0
221838,765,63,7.8,8,59.8
221847,811,67,22.5,52,74.6
221856,675,5,9.6,4,66.7
221892,753,48,35.7,39,74.8
221908,645,61,4.3,18,56.3
221953,776,18,17.6,11,50.0
221971,754,81,50.8,63,93.8
221999,833,99,86.7,97,97.3
222053,546,10,3.7,13,57.1
222062,812,77,4.9,22,55.5
222099,804,17,62.2,77,75.6
222105,710,20,87.5,95,83.3
222178,754,61,36.7,40,79.4
222567,824,74,5.1,24,58.4
222576,624,29,7.8,40,56.4
222822,670,48,4.0,15,35.1
222831,716,24,14.4,27,54.6
222877,790,18,20.0,14,50.0
222938,768,60,29.2,70,49.5
222983,667,81,67.0,84,82.8
222992,752,35,1.3,2,55.5
223232,704,85,57.2,73,88.2
223320,709,60,19.3,82,41.7
223427,639,28,4.1,16,54.8
223463,726,60,63.5,82,100.0
223472,766,86,85.7,97,50.0
223506,597,89,60.5,80,100.0
223524,565,58,2.1,4,63.0
223773,512,31,4.8,21,44.4
223816,566,57,4.5,20,44.6
223898,716,94,7.9,41,24.7
223922,837,44,12.3,63,63.6
224004,773,42,18.1,11,48.4
224110,712,70,5.7,29,49.2
224147,800,23,24.3,57,57.3
224183,796,79,0.0,0,36.4
224226,746,58,43.0,50,69.7
224244,549,11,18.6,12,58.3
224271,611,40,82.8,92,84.0
224323,706,85,55.5,71,77.1
224350,689,20,3.0,10,56.6
224439,839,93,59.1,75,68.7
224527,637,17,24.0,19,57.1
224545,784,35,60.9,81,40.3
224554,619,32,24.1,56,66.9
224572,602,9,3.5,12,63.1
224615,837,48,0.8,1,56.6
224642,657,95,4.4,19,63.0
224660,531,18,47.9,61,63.5
224679,668,12,47.0,60,71.1
224776,694,25,19.3,48,46.2
224891,710,23,12.1,62,41.1
224961,842,34,17.5,78,51.6
225070,575,93,10.4,54,55.6
225201,508,89,53.9,75,35.1
225247,846,42,33.8,36,62.8
225308,578,17,12.7,64,55.3
225371,522,57,5.6,28,65.5
225399,800,57,24.0,19,62.8
225423,698,24,4.0,15,61.1
225432,576,8,2.6,1,63.1
225502,576,9,53.0,77,47.8
225511,544,82,16.5,34,84.6
225520,704,62,11.5,59,41.5
225548,722,16,30.2,29,60.9
225575,778,1,10.1,5,51.2
225627,599,19,19.3,13,69.1
225779,758,52,72.5,89,82.8
225788,757,9,62.6,78,77.2
225849,668,60,57.0,20,37.8
225858,786,48,48.9,30,86.4
225876,703,85,6.1,8,45.7
225885,592,50,4.5,2,58.3
225991,745,81,56.2,71,54.2
226019,589,71,8.3,44,55.8
226091,766,29,13.1,22,53.5
226107,531,31,7.5,39,46.8
226116,766,35,6.9,35,56.7
226134,513,3,6.8,34,60.9
226152,522,8,21.2,48,73.7
226204,614,54,12.6,64,63.0
226231,677,81,33.8,36,76.7
226277,681,71,53.6,68,81.6
226383,655,32,30.0,28,69.7
226408,650,33,9.4,50,54.3
226471,843,54,28.3,25,66.0
226578,599,24,14.3,70,52.5
226587,584,23,24.8,20,59.1
226806,604,54,63.2,36,86.1
226833,807,35,16.8,35,67.3
226879,784,45,59.8,80,69.2
226930,779,90,1.1,1,58.9
227146,799,50,8.1,43,50.0
227182,846,47,5.1,24,61.8
227191,559,99,2.4,6,60.5
227216,604,75,24.7,58,75.0
227225,529,4,9.6,51,61.4
227243,724,9,23.3,18,56.7
227304,693,70,5.1,24,54.2
227331,656,5,19.2,13,55.7
227368,698,15,15.6,31,76.3
227377,650,90,8.9,12,45.7
227386,676,73,15.2,72,43.7
227401,542,82,13.0,66,48.7
227429,779,1,1.0,0,57.1
227526,705,2,11.1,17,67.9
227687,846,11,13.7,68,44.0
227757,580,98,78.8,92,98.2
227766,592,20,2.7,8,66.4
227836,535,64,0.0,0,79.0
227845,674,70,51.3,64,82.6
227854,850,54,0.9,1,49.6
227863,836,70,26.7,23,76.6
227881,751,38,27.9,65,77.5
227924,621,0,2.7,8,58.0
227979,784,47,5.4,27,66.9
228042,686,27,35.1,38,66.5
228149,824,48,33.1,34,72.8
228158,571,0,10.7,56,46.9
228246,695,91,66.6,83,88.9
228316,681,50,12.3,63,54.9
228325,616,61,14.3,7,67.0
228343,689,80,65.2,82,87.4
228431,845,38,23.0,53,67.3
228459,727,57,30.4,70,77.1
228468,708,15,21.6,15,71.6
228486,704,65,58.9,73,50.0
228501,804,5,14.2,26,47.8
228529,603,31,21.8,49,68.3
228547,668,77,2.3,5,56.1
228608,529,2,2.7,8,47.9
228680,500,30,13.3,67,48.9
228699,786,55,5.4,27,49.8
228705,560,8,17.7,37,63.7
228723,791,89,49.4,89,91.4
228769,640,68,16.9,35,70.8
228778,558,96,50.9,91,93.6
228787,736,96,45.8,87,88.1
228796,637,12,12.1,19,69.9
228802,758,64,27.3,64,66.4
228875,732,84,58.6,74,90.2
228884,796,2,4.2,2,31.5
228981,719,44,31.2,31,70.1
229018,633,41,12.9,21,66.4
229027,837,59,9.6,14,64.4
229036,712,41,0.0,0,76.7
229063,650,1,6.4,6,55.2
229115,543,79,32.8,73,82.3
229160,526,28,15.2,8,70.5
229179,538,21,22.3,52,72.8
229267,723,89,71.9,88,95.6
229319,688,0,14.0,69,52.4
229328,619,31,34.2,95,41.7
229355,830,73,8.8,48,47.0
229504,644,58,17.4,78,52.5
229540,813,3,6.8,34,65.4
229780,556,13,21.5,15,47.0
229799,799,84,10.0,52,50.1
229814,556,36,24.6,57,65.6
229832,526,64,24.9,89,55.2
229841,520,93,10.6,55,61.1
229887,664,75,7.0,3,49.5
230038,764,89,30.9,31,84.6
230047,573,59,28.2,25,61.3
230056,734,38,0.0,0,54.4
230171,732,85,8.5,10,59.8
230366,647,65,54.1,75,80.0
230384,825,66,0.0,0,50.0
230418,611,23,16.8,18,73.9
230472,831,52,0.0,0,48.4
230597,819,91,63.9,84,43.9
230603,582,64,21.9,50,64.7
230621,748,84,100.0,100,61.8
230630,642,4,34.3,36,38.1
230728,697,71,25.1,59,65.8
230737,619,19,7.3,7,60.7
230746,780,97,15.1,72,52.2
230764,699,77,24.0,55,87.9
230782,599,27,14.0,25,67.6
230807,604,73,42.9,50,75.0
230816,754,13,58.3,74,83.3
230825,782,39,0.0,0,23.1
230834,546,21,34.4,75,74.5
230852,743,71,50.0,62,78.9
230861,655,9,1.8,3,57.7
230889,768,32,28.6,26,66.7
230898,731,57,31.4,32,70.0
230913,629,18,16.8,35,61.9
230931,831,13,17.5,37,64.4
230940,569,52,50.0,62,82.0
230959,554,96,86.7,97,95.2
230977,532,38,10.3,25,83.3
230995,782,54,50.6,63,75.0
231059,504,80,69.5,86,87.9
231077,797,2,12.9,6,72.7
231086,728,5,28.3,25,66.4
231095,800,74,27.6,24,62.5
231165,846,14,28.9,66,69.9
231174,729,89,64.8,96,85.8
231411,554,57,49.6,62,76.0
231420,788,13,18.1,11,66.9
231536,616,89,12.9,65,65.6
231554,830,7,38.2,42,48.5
231581,714,41,52.0,65,76.3
231624,787,100,83.1,100,95.6
231651,514,54,20.9,14,76.8
231697,540,19,11.6,60,55.4
231712,661,87,49.8,90,83.9
231785,564,17,41.6,28,52.1
231828,529,95,53.7,80,100.0
231837,834,18,12.2,6,61.1
231873,522,4,16.2,75,60.7
231882,537,51,9.4,50,63.3
232016,732,43,52.1,65,84.7
232025,779,29,33.3,35,72.5
232043,679,28,49.5,61,77.4
232052,756,12,11.8,61,49.4
232089,802,4,19.6,13,49.3
232186,547,85,43.3,86,87.3
232195,563,72,10.8,57,60.8
232256,683,69,60.1,77,78.4
232265,732,26,49.6,61,75.5
232308,702,65,56.3,72,67.2
232414,692,11,4.3,18,60.7
232423,602,85,65.2,97,92.4
232450,713,74,4.7,20,58.3
232557,717,39,26.9,23,68.5
232566,831,39,41.9,85,81.6
232575,626,85,14.5,70,70.5
232609,776,29,45.8,56,78.3
232672,557,17,39.1,44,68.6
232681,532,78,65.8,97,80.0
232706,714,39,44.4,53,72.1
232788,761,27,16.5,76,62.5
232797,713,37,14.8,47,75.9
232867,609,22,12.9,65,57.3
232937,814,5,21.2,48,72.0
232946,587,55,8.1,43,69.5
232982,712,46,23.1,53,79.6
233019,763,81,17.9,80,58.7
233037,540,57,12.8,65,54.3
233091,743,63,6.5,6,66.3
233116,848,93,13.5,67,63.4
233277,758,30,41.2,83,78.1
233295,777,59,56.9,73,77.4
233301,684,63,45.5,55,75.0
233310,510,83,16.7,76,56.1
233329,809,24,24.1,27,53.1
233338,616,21,10.5,55,55.0
233356,510,88,62.1,76,66.7
233374,561,92,81.5,94,93.7
233426,654,60,57.9,74,80.5
233541,776,34,34.1,36,75.7
233611,568,34,28.4,26,70.5
233639,723,4,21.8,87,62.9
233648,527,75,20.1,84,58.7
233684,762,23,24.7,59,51.9
233718,747,60,54.5,69,68.8
233754,690,51,6.0,31,60.4
233772,835,58,6.0,31,60.2
233897,706,19,24.2,56,71.1
233903,760,19,14.9,71,66.4
233912,579,10,32.1,33,52.6
233921,653,93,60.6,95,91.2
233949,639,75,11.6,60,59.2
234030,608,75,29.7,68,86.6
234076,700,100,86.3,100,97.0
234085,784,82,58.5,95,84.1
234137,824,47,36.4,40,55.8
234155,657,0,25.0,58,64.9
234164,780,1,21.6,15,54.2
234173,614,36,37.4,41,67.4
234207,670,96,85.9,96,96.7
234377,724,15,19.7,83,59.8
234492,694,43,19.8,48,62.0
234669,825,54,15.8,76,46.8
234696,740,64,25.0,90,77.1
234711,818,57,16.7,76,67.5
234827,727,31,42.8,86,73.9
234845,582,51,60.0,59,32.7
234915,806,54,0.0,0,40.0
234933,666,52,10.9,57,60.2
234951,811,17,25.9,91,63.2
234979,513,46,51.7,50,55.1
235024,562,21,43.4,51,78.1
235097,707,26,18.5,39,74.8
235103,552,13,13.8,68,62.7
235149,772,43,15.8,74,58.2
235167,791,70,42.5,85,74.1
235237,591,95,10.6,55,51.6
235316,655,84,71.0,87,94.2
235334,657,37,20.9,86,63.3
235343,787,94,23.5,88,62.5
235422,831,53,2.8,1,67.9
235431,616,33,20.3,84,58.5
235495,793,5,71.4,88,78.6
235510,845,38,16.7,42,50.6
235529,775,62,0.0,0,58.4
235671,576,45,55.9,99,62.3
235699,734,17,32.2,57,63.3
235750,556,14,20.8,85,54.5
235769,740,6,78.6,92,67.4
236072,507,58,38.8,23,39.4
236133,731,58,37.3,41,77.7
236188,846,16,29.0,24,77.1
236230,742,68,55.2,70,81.8
236258,630,54,31.0,51,34.3
236328,780,87,68.2,85,86.7
236382,831,16,53.8,99,68.9
236452,764,51,35.0,37,82.9
236504,847,50,32.8,43,52.0
236513,601,28,74.6,42,53.7
236577,528,75,54.5,69,85.5
236595,554,81,58.7,74,86.0
236610,648,50,15.0,71,62.4
236638,555,100,11.5,59,57.9
236656,669,68,17.6,79,60.0
236692,694,36,15.6,73,51.8
236708,706,82,12.6,64,54.5
236753,514,16,14.1,69,62.3
236887,540,83,26.9,91,67.2
236896,692,57,16.9,10,77.4
236939,587,51,40.0,82,79.8
236948,672,94,57.5,94,93.0
236975,679,49,16.7,76,61.2
236993,808,40,47.8,61,69.7
237011,778,79,37.7,80,82.8
237039,716,73,15.4,72,59.4
237057,815,92,79.8,93,94.0
237066,721,88,65.2,82,89.1
237109,618,25,11.0,57,61.4
237118,636,26,35.3,38,57.6
237136,500,37,62.2,79,59.6
237181,545,12,38.6,43,53.0
237215,755,10,6.2,5,60.1
237312,807,26,34.8,37,66.2
237330,669,30,18.6,39,63.9
237358,762,14,21.6,15,49.5
237367,599,24,14.4,27,61.2
237385,758,5,13.5,24,63.3
237437,766,27,25.0,29,39.8
237525,660,48,23.1,53,68.6
237598,831,78,77.8,94,86.8
237604,649,94,49.6,62,62.5
237640,795,20,22.0,16,64.0
237686,780,25,7.5,7,70.0
237701,811,11,59.9,75,45.2
237783,701,92,7.2,14,40.6
237792,781,41,17.9,38,68.4
237817,593,13,2.8,9,45.7
237899,652,17,3.8,2,51.8
237932,507,31,22.1,51,67.7
237950,836,33,4.5,3,53.2
237969,540,36,43.4,51,65.1
237978,797,57,60.0,75,66.7
237987,844,50,42.4,55,75.4
237996,587,39,49.5,62,60.5
238014,531,28,8.6,47,52.4
238032,847,63,33.7,74,77.1
238078,501,37,41.7,48,67.2
238193,713,18,11.1,5,71.7
238263,629,37,51.3,60,45.5
238324,630,55,67.9,85,75.0
238333,787,86,70.5,86,92.3
238397,588,99,28.4,92,58.0
238430,661,38,29.1,27,71.0
238458,806,25,42.5,49,76.0
238476,631,66,54.3,69,78.4
238616,640,48,33.9,36,71.0
238661,655,40,32.5,33,81.8
238722,824,72,25.3,90,63.5
238759,567,7,12.4,63,63.5
238892,613,73,8.9,19,100.0
238980,708,31,36.5,40,69.5
239008,811,48,25.8,91,69.8
239017,725,76,68.7,85,87.9
239071,521,52,28.4,26,72.0
239080,697,67,30.1,29,68.2
239105,637,86,57.3,73,90.7
239220,578,33,15.5,73,55.9
239248,511,79,5.6,28,50.1
239309,692,20,44.9,54,81.3
239318,649,88,38.5,43,82.9
239372,660,71,25.8,91,74.1
239390,654,17,21.0,15,71.6
239442,845,43,18.6,81,65.2
239460,580,3,23.4,88,66.1
239488,805,41,32.3,95,53.1
239503,546,98,35.1,38,51.5
239512,830,66,51.7,65,68.1
239628,542,72,60.3,77,86.3
239716,760,72,68.6,85,80.7
239743,640,15,23.7,18,72.0
239910,606,24,55.8,99,66.3
239929,725,13,53.2,81,0.0
240055,789,86,13.9,69,56.3
240107,620,62,30.6,30,80.9
240116,759,97,20.0,84,59.1
240125,770,2,14.7,71,69.9
240170,775,25,20.6,85,62.8
240189,671,51,27.5,64,76.9
240198,815,61,41.2,97,68.0
240268,610,78,26.5,61,82.3
240277,700,65,20.4,44,71.9
240329,546,81,35.5,77,86.6
240338,675,64,45.3,55,81.8
240365,754,51,17.4,36,75.2
240374,624,33,9.0,12,72.7
240392,809,48,14.3,34,43.2
240417,775,51,20.8,46,73.3
240426,611,43,13.7,25,65.7
240444,599,96,55.0,93,95.2
240453,581,51,13.1,22,70.1
240462,680,59,18.8,40,75.3
240471,557,51,23.3,54,72.0
240480,813,65,22.2,51,78.9
240505,742,37,16.4,76,60.1
240514,569,94,19.5,83,47.1
240596,807,94,27.9,92,60.9
240620,664,25,6.4,32,52.9
240657,517,16,14.0,69,53.6
240666,838,33,27.6,92,55.5
240693,587,6,32.2,94,68.5
240718,566,78,70.8,88,76.4
240727,595,80,24.1,56,73.9
243744,801,99,76.1,91,98.6
243780,634,92,41.8,84,90.6
243823,633,51,16.9,31,41.6
244011,570,36,23.1,55,47.6
244154,758,28,0.0,0,57.2
244190,624,74,80.0,93,100.0
244233,764,26,59.7,15,22.3
244279,510,94,73.2,90,76.9
244437,513,79,2.7,8,58.2
244446,633,48,15.6,73,54.8
245032,735,27,22.0,24,55.4
245342,672,79,100.0,98,54.1
245421,573,83,40.0,51,90.9
245430,517,98,50.9,65,77.8
245625,584,53,17.9,80,60.5
245652,526,82,44.8,54,78.6
245883,538,0,55.3,76,0.0
245953,664,74,13.5,6,57.8
245962,584,25,38.4,45,51.7
246008,786,51,5.7,3,65.0
246035,726,4,8.1,8,83.3
246202,795,45,0.0,0,77.3
246266,693,83,0.0,0,81.1
246354,732,84,4.0,15,59.0
246813,629,40,21.6,86,59.4
246974,676,28,10.4,11,70.3
247065,569,28,9.1,19,0.0
247603,597,41,20.7,85,66.5
247649,672,2,53.2,83,69.2
247700,549,7,0.0,0,33.3
247834,835,25,4.2,17,63.1
247940,621,26,16.8,77,60.4
248776,615,21,24.9,89,50.6
248846,831,50,57.1,83,67.6
248882,519,30,0.0,0,75.0
248934,762,41,27.3,66,62.8
249609,767,96,55.3,70,71.4
250027,829,19,52.4,67,61.8
250601,814,20,1.4,0,61.5
251075,648,21,0.0,0,80.0
251251,740,19,0.0,0,57.1
251260,589,35,7.8,40,54.9
251312,791,41,7.4,14,41.7
260293,645,67,21.8,53,0.0
260354,782,88,62.2,77,62.5
260372,630,68,28.6,93,53.3
260691,754,44,40.6,52,72.7
260789,805,99,63.8,84,88.9
260813,618,85,40.0,86,100.0
260901,844,3,5.8,10,40.0
260910,652,92,0.0,0,55.5
260974,713,61,64.9,38,82.4
260992,624,98,66.9,84,62.7
261472,788,53,65.8,50,26.7
261861,591,12,52.4,67,62.5
261931,541,91,33.3,75,0.0
262031,639,90,5.2,25,60.1
262086,814,25,79.0,64,52.2
262129,584,98,56.9,94,81.2
262332,624,90,58.3,94,47.5
262457,725,96,39.7,50,81.8
262509,762,64,6.0,4,64.5
363387,617,78,28.3,34,59.3
363439,730,17,77.4,73,56.7
363633,626,67,17.7,79,46.9
363934,655,40,18.9,47,63.7
364016,584,67,7.0,36,64.4
364025,558,79,10.0,52,63.4
364168,792,55,60.7,76,50.0
364955,850,37,0.0,0,90.1
364973,598,11,48.8,61,68.3
365055,530,34,6.3,5,51.9
365204,636,82,99.2,100,70.6
366003,724,18,53.1,86,100.0
366252,503,37,27.3,64,70.3
366261,756,9,22.2,20,71.7
366270,811,89,39.2,50,56.4
366340,803,44,0.0,0,51.6
366395,613,32,5.3,26,63.9
366401,786,35,9.5,50,82.5
366447,737,59,46.5,98,60.9
366465,721,25,19.6,83,59.7
366535,619,2,48.2,51,64.2
366544,778,66,50.1,64,62.8
366553,840,88,100.0,98,72.7
366580,796,57,59.6,80,100.0
366650,792,19,0.0,0,56.5
366678,824,16,73.0,73,70.1
366696,839,24,46.7,25,74.4
366711,767,25,12.9,21,82.3
366748,790,63,52.4,84,25.0
366960,643,51,0.0,0,83.3
367024,532,46,100.0,98,47.8
367097,570,65,75.9,92,73.2
367112,746,28,1.4,0,58.9
367194,718,73,13.6,32,71.7
367316,601,20,38.2,49,63.9
367459,756,59,5.4,27,50.1
367839,599,96,43.0,50,44.0
367884,620,35,0.0,0,49.1
367909,695,6,50.0,90,52.6
367936,697,92,53.6,78,25.0
368443,825,32,19.2,43,18.8
368452,804,53,52.9,92,63.3
368601,596,22,8.7,18,49.9
368629,513,89,27.0,32,65.9
368780,772,80,55.6,62,63.9
368805,641,71,50.8,65,70.1
368911,676,21,16.8,77,60.2
369084,710,68,15.8,39,57.2
369516,733,49,24.7,16,77.7
369862,528,79,0.0,0,53.7
369905,770,64,59.4,65,49.7
371052,816,86,17.0,19,37.0
371760,640,68,26.6,31,63.6
371779,591,71,40.5,52,64.5
371982,823,86,59.3,74,69.5
372037,716,19,65.2,83,79.2
372073,845,42,55.6,85,0.0
372213,794,68,0.9,4,34.7
372222,840,32,0.9,4,50.5
372329,702,74,51.9,66,86.5
372578,612,66,34.7,41,61.5
372772,737,56,6.4,6,68.5
372921,735,32,22.9,25,53.4
372958,693,84,64.3,81,51.1
373058,517,95,46.2,59,55.2
373085,673,43,13.8,15,44.4
373827,583,42,34.5,37,68.2
374875,673,32,0.0,0,75.3
374972,813,66,61.7,58,82.1
375230,580,0,0.0,0,81.8
375416,528,86,39.6,41,41.8
375489,638,78,56.0,78,0.0
375841,808,34,32.5,40,69.0
375939,616,43,61.7,77,61.6
377069,528,97,55.5,85,0.0
377111,838,72,47.7,49,73.6
377342,657,94,12.2,14,80.0
377449,751,27,66.7,84,50.0
377458,720,91,70.2,87,51.2
377546,607,60,36.1,79,64.3
377555,777,46,42.6,85,78.6
377564,809,23,29.5,67,77.7
378406,812,49,10.5,25,55.1
378576,614,15,31.2,23,58.4
379029,775,37,16.8,18,71.9
379782,592,20,50.8,55,86.2
380094,690,19,68.3,82,67.0
380359,585,92,5.7,29,55.3
380368,821,96,8.2,44,47.4
380377,515,5,0.0,0,25.0
380438,843,44,75.0,91,82.7
380465,644,50,2.2,7,43.8
381617,777,81,0.0,0,69.2
381732,706,13,64.0,82,77.4
381787,635,61,27.3,66,0.0
381909,542,85,16.4,41,48.5
382504,758,20,82.9,97,70.2
382771,841,43,2.1,1,65.5
382896,578,10,0.0,0,65.3
382911,517,5,0.0,0,59.0
382957,823,9,27.1,33,54.4
383190,645,82,3.9,15,54.0
383950,598,93,33.7,43,58.6
383996,706,61,12.2,62,32.9
384209,620,67,76.7,92,79.2
384254,561,74,83.3,95,69.2
384333,653,80,4.3,18,61.4
384342,570,79,9.0,48,60.0
384412,729,25,60.5,81,33.3
385008,649,55,26.1,30,59.3
385503,810,45,22.9,25,60.3
385619,525,85,57.7,73,71.7
386472,560,1,33.3,75,40.0
387925,504,38,56.0,71,47.1
388043,790,20,30.8,37,33.3
388520,640,52,0.0,0,50.0
389727,768,57,20.7,22,54.8
390701,549,67,27.7,67,36.4
392257,838,9,58.9,73,79.3
392840,678,20,16.7,9,64.4
395362,611,83,6.7,34,57.3
398130,610,80,28.9,69,57.1
398574,758,72,53.8,68,70.1
399212,755,40,10.3,54,71.9
399869,688,90,65.7,95,66.7
399911,577,85,78.2,91,96.1
401223,850,81,0.0,0,100.0
402776,667,90,28.6,69,80.0
403469,635,30,42.9,97,76.3
403478,544,98,37.7,96,64.6
403487,709,95,39.5,97,61.7
404055,579,3,57.3,71,51.5
404073,782,36,0.0,0,53.8
404082,764,16,0.0,0,42.2
404338,686,18,0.0,0,33.3
404365,581,22,47.3,60,55.2
404374,621,45,26.7,31,56.0
404383,796,43,40.6,52,61.2
404426,638,42,2.2,5,44.8
404499,710,65,11.6,13,71.9
404505,696,14,32.9,41,61.5
404514,535,31,17.8,20,57.4
404648,677,34,0.0,0,83.3
404912,579,72,18.2,20,74.2
404921,764,68,23.7,26,58.0
404994,672,58,24.7,28,34.4
405058,681,52,0.0,0,79.6
405854,582,4,0.0,0,58.3
405872,839,0,8.5,46,70.3
405979,775,93,1.4,6,50.0
405988,842,84,0.0,0,56.4
405997,678,94,1.6,7,56.8
406006,839,0,0.9,4,46.3
406015,782,35,0.8,3,68.0
406024,557,10,50.0,63,47.1
406033,842,17,50.7,64,68.1
406194,744,21,52.0,92,57.1
406200,615,55,61.8,72,71.8
406219,738,58,27.8,26,37.6
406547,556,53,25.9,34,31.5
407063,799,79,58.3,78,0.0
407285,504,71,12.5,28,53.8
407319,620,52,47.8,73,19.8
407328,761,65,63.6,81,75.9
408039,508,32,0.0,0,100.0
408394,507,77,16.8,77,56.2
408844,803,29,56.7,81,78.4
409069,555,12,0.0,0,100.0
409315,516,8,0.0,0,85.7
409670,595,95,59.4,74,69.7
409698,752,29,12.0,19,81.2
409874,789,91,40.5,52,71.8
410070,722,8,6.2,5,56.4
410283,629,13,5.7,3,30.5
410496,700,16,25.4,30,34.7
410502,561,53,14.0,33,64.9
410520,646,13,5.9,4,66.7
410539,507,19,63.4,80,73.7
412599,723,48,56.8,76,18.6
413413,669,31,0.0,0,47.7
413617,662,2,54.8,75,66.7
413626,676,53,5.2,25,37.5
413839,801,66,9.1,19,51.2
413848,783,47,13.3,31,47.3
413857,652,58,15.4,39,49.5
413866,809,53,57.3,22,22.9
413884,836,15,7.7,15,58.5
414160,566,61,5.3,2,48.3
414531,527,87,0.0,0,56.3
414568,748,27,19.0,47,0.0
414586,843,23,58.8,74,78.9
414595,837,67,28.7,53,32.9
414708,625,24,0.0,0,55.2
414823,716,17,31.2,31,69.7
414841,789,55,13.9,15,43.8
414878,653,71,0.0,0,75.0
414911,751,85,0.8,1,57.0
