universityid,med_sat_value,med_sat_percentile,grad_100_value,grad_100_percentile,passing_rate
149532,690,55,5.4,27,49.5
149639,780,27,38.5,43,70.8
149727,556,97,10.4,54,67.7
149772,556,26,29.4,67,63.4
149781,652,92,74.5,89,94.5
149842,716,51,9.5,50,78.6
150048,627,61,9.0,10,50.9
150066,598,49,45.1,54,73.4
150136,581,62,35.1,76,78.4
150145,584,47,46.9,57,84.1
150163,802,85,50.9,63,91.1
150172,724,3,18.2,11,61.7
150251,844,0,0.0,0,72.7
150400,694,85,74.2,89,92.2
150455,648,89,59.0,75,87.8
150534,592,76,52.8,66,85.7
150604,599,32,53.1,67,72.8
150668,795,71,54.5,69,76.8
150677,516,48,54.1,69,76.7
150756,846,72,68.4,85,80.9
150774,607,33,42.0,49,64.7
150941,550,50,56.6,72,79.4
150987,763,92,2.5,7,49.0
151102,736,37,5.9,5,67.2
151111,728,45,15.1,30,71.9
151166,809,23,62.9,78,33.3
151263,688,35,44.6,53,73.7
151290,505,12,19.5,13,54.8
151306,668,39,14.6,27,68.8
151324,620,10,22.2,51,63.5
151333,554,19,7.2,7,60.9
151342,621,23,5.6,4,63.5
151351,825,90,58.3,94,89.8
151360,601,12,7.5,7,67.9
151379,702,19,9.0,12,60.8
151388,719,17,9.1,13,67.5
151458,626,72,77.1,95,100.0
151467,818,16,76.3,92,66.3
151494,595,47,14.8,36,53.5
151500,574,90,7.1,13,54.4
151519,523,64,6.2,11,40.0
151616,707,99,0.0,0,0.0
151625,750,95,0.0,0,53.3
151661,685,11,31.1,38,68.4
151777,529,34,39.9,45,68.8
151786,742,37,28.5,26,70.4
151801,530,59,55.4,71,77.8
151810,785,64,8.8,4,25.9
151944,671,76,25.0,60,56.6
152080,636,98,89.8,99,98.6
152099,597,25,40.6,46,79.0
152248,747,55,9.1,13,68.8
152266,550,21,7.5,7,61.0
152318,844,92,66.3,83,91.2
152336,536,23,32.6,34,69.9
152363,817,28,35.7,39,71.9
152381,549,6,49.4,61,76.8
152390,730,74,67.4,84,87.5
152415,833,54,0.0,0,77.6
152530,628,85,64.8,81,89.4
152567,683,63,33.4,35,74.1
152600,709,78,57.9,74,86.4
152637,624,63,25.0,58,52.0
152673,820,13,63.5,80,85.3
152798,795,78,60.5,77,54.1
152822,794,63,39.8,18,72.9
152992,575,13,40.3,46,66.4
153001,818,97,42.9,50,69.3
153108,508,62,61.6,79,82.8
153126,613,47,58.8,75,76.1
153144,589,80,61.1,78,78.8
153162,617,82,63.9,81,82.7
153214,631,4,2.1,4,52.8
153241,581,98,11.1,5,81.8
153250,658,70,53.5,68,80.4
153269,532,87,61.5,79,87.5
153278,545,10,29.3,28,63.9
153296,621,56,17.5,78,47.0
153302,726,62,40.0,45,50.0
153311,621,98,13.2,66,58.1
153320,835,38,45.5,55,70.2
153366,548,19,29.6,28,70.3
153375,779,23,28.1,25,68.7
153384,557,94,80.8,93,93.2
153409,607,40,44.0,71,21.8
153418,546,52,36.4,30,35.9
153427,668,61,35.0,44,25.3
153445,631,23,25.3,90,59.9
153472,529,95,19.6,83,51.0
153524,708,73,26.6,91,51.1
153533,748,13,40.2,97,56.2
153603,637,83,37.7,80,87.1
153621,540,30,17.3,10,43.8
153630,679,44,10.8,57,46.0
153658,683,91,47.5,88,85.8
153737,534,76,12.0,62,57.4
153825,614,61,47.6,58,81.0
153834,780,81,66.6,83,87.1
153861,680,19,24.3,19,81.8
153922,711,34,18.3,81,51.1
153977,792,23,55.1,84,50.0
154004,779,48,47.9,59,73.3
154013,506,32,65.7,83,82.3
154022,680,48,7.2,14,36.2
154059,575,67,27.6,92,78.9
154095,572,69,36.8,78,83.0
154101,769,63,53.1,67,79.1
154110,616,84,18.2,81,61.7
154129,703,67,41.2,97,71.6
154235,827,48,46.6,56,80.2
154262,538,39,56.4,83,47.9
154350,631,69,55.3,70,78.9
154378,577,36,15.6,73,54.7
154396,579,16,30.9,94,55.0
154493,704,44,23.8,18,72.2
154518,645,44,34.0,77,48.7
154527,761,58,58.9,75,80.9
154572,830,88,13.5,67,37.6
154590,717,10,16.6,9,60.9
154642,530,96,17.4,78,57.6
154688,574,60,35.6,39,75.7
154697,717,90,29.6,93,60.1
154712,614,75,43.0,50,76.8
154721,528,17,26.6,22,64.1
154749,594,38,38.9,44,70.3
154767,575,20,68.0,72,53.2
154776,759,36,20.2,34,44.1
154794,557,8,14.8,16,30.2
154800,790,50,12.8,65,58.3
154855,731,20,26.7,23,62.6
154907,500,86,13.2,66,55.1
154925,795,43,29.1,93,62.3
154934,784,86,45.9,98,52.3
154952,739,62,21.4,86,54.8
154998,505,31,33.7,95,51.3
155007,706,80,53.7,81,16.7
155025,618,51,20.1,43,73.0
155052,636,35,61.9,100,65.4
155061,621,33,19.0,41,65.4
155070,535,16,40.6,46,57.5
155089,554,22,12.6,6,64.8
155098,664,68,31.9,94,58.6
155104,630,4,25.7,91,55.4
155140,647,20,34.0,56,78.0
155177,550,21,40.8,43,76.2
155186,824,60,25.1,90,55.7
155195,535,95,20.7,85,54.7
155201,728,22,21.6,86,44.2
155210,564,12,4.0,15,55.6
155283,586,36,57.3,78,32.4
155292,640,52,15.5,73,49.3
155317,526,83,35.8,77,79.9
155335,652,58,33.1,34,72.6
155399,539,11,25.9,61,81.2
155414,577,33,30.9,31,61.9
155450,647,76,11.1,58,49.8
155487,600,55,37.8,96,79.8
155496,502,36,16.2,9,75.0
155511,838,33,43.3,51,57.5
155520,589,15,41.0,47,62.6
155566,538,100,16.2,75,47.6
155593,842,54,62.2,100,91.5
155618,657,74,60.3,99,66.2
155627,783,36,21.7,16,61.7
155681,836,43,24.4,57,74.3
155715,537,73,36.5,96,55.8
155812,686,25,43.9,52,72.4
155830,687,57,60.8,100,79.8
155858,814,98,25.7,91,65.7
155900,584,43,42.0,49,65.5
155937,841,34,30.3,29,66.2
155973,688,34,44.9,54,61.4
156082,544,29,17.4,36,64.5
156107,832,23,45.7,98,58.4
156125,706,72,21.5,49,74.5
156189,846,26,21.5,15,62.8
156213,792,68,56.3,72,79.8
156231,661,36,10.1,53,48.1
156286,836,69,53.1,67,79.7
156295,521,69,46.9,57,81.1
156338,747,10,8.3,44,57.1
156356,657,57,16.0,8,57.1
156365,531,24,28.3,25,68.8
156392,693,49,8.5,46,52.5
156408,711,89,80.4,93,90.0
156417,668,78,30.0,28,80.0
156471,742,95,46.1,58,63.7
156541,701,35,23.9,19,51.6
156620,584,42,17.5,37,71.5
156648,540,70,11.9,61,53.3
156745,681,60,49.2,60,75.5
156790,622,19,14.7,71,61.4
156851,829,77,6.2,32,44.8
156860,715,83,4.9,22,52.0
156903,769,61,45.7,67,51.8
156921,596,80,3.7,13,48.5
157021,837,79,0.0,0,58.3
157058,816,4,7.5,7,51.7
157076,752,35,24.6,20,65.0
157085,749,82,33.7,74,82.5
157100,649,22,18.4,11,53.3
157216,800,46,15.1,8,57.4
157270,702,55,16.2,51,61.9
157289,606,83,25.1,59,77.9
157304,842,46,17.9,80,64.5
157331,613,58,18.8,82,61.4
157359,824,9,5.4,2,62.1
157377,832,41,33.6,35,82.8
157386,757,50,22.1,51,69.2
157401,550,51,28.6,66,73.0
157438,633,22,17.3,78,65.2
157447,696,49,13.6,24,67.4
157465,850,61,67.1,50,53.5
157483,648,45,19.8,84,66.0
157535,637,7,16.4,9,52.2
157553,775,26,6.9,35,55.7
157599,801,24,64.0,86,0.0
157632,599,16,18.2,11,61.9
157696,790,56,55.6,79,33.3
157711,646,5,10.7,56,62.7
157739,809,66,11.4,59,58.6
157757,817,16,17.8,11,73.1
157766,692,21,20.7,22,36.7
157793,609,63,72.6,15,18.9
157809,799,41,41.8,48,59.8
157818,679,85,67.5,84,87.3
157863,842,31,15.8,8,56.1
157951,760,42,25.3,60,71.8
158088,547,15,47.7,98,74.0
158352,668,67,34.6,95,46.6
158431,570,16,4.9,22,51.4
158440,700,92,63.2,80,61.4
158477,826,73,48.5,60,75.9
158662,509,62,6.2,32,56.5
158723,692,15,30.6,37,64.6
158802,769,5,5.2,2,59.2
158884,524,73,2.4,6,43.5
159009,543,4,7.1,7,68.9
159197,620,10,77.3,93,67.8
159382,554,19,7.2,7,53.6
159391,787,87,37.9,80,82.5
159407,822,45,5.0,24,50.7
159416,570,51,14.7,28,66.2
159443,539,97,18.0,80,61.3
159568,577,19,29.1,27,53.1
159647,607,72,29.4,67,78.6
159656,551,75,43.9,52,80.4
159717,670,51,13.3,23,69.1
159939,652,68,13.0,21,67.5
159966,577,51,18.8,40,68.1
159993,680,96,18.7,40,67.2
160010,621,37,44.3,97,65.5
160038,654,41,18.8,40,71.8
160065,710,88,4.9,2,71.2
160074,708,32,14.3,7,59.8
160409,649,30,75.0,90,100.0
160481,562,40,7.0,36,53.5
160524,603,15,45.9,46,57.5
160579,576,16,7.3,38,45.6
160612,599,51,13.4,23,63.3
160621,585,68,8.1,9,67.4
160630,660,0,3.6,1,52.3
160649,512,14,15.5,73,43.2
160658,726,41,13.4,23,74.3
160667,556,10,16.3,75,48.9
160755,765,93,62.3,79,90.5
160904,709,47,27.2,23,71.8
160913,650,69,50.5,98,59.8
160940,702,90,63.6,86,33.3
160959,526,63,56.0,71,80.6
160977,686,52,88.0,98,91.6
160995,752,84,9.0,10,60.5
161004,699,97,87.6,98,96.5
161022,850,67,0.0,0,100.0
161077,664,65,8.1,43,64.1
161086,603,93,89.3,99,93.1
161138,505,39,11.2,58,60.2
161165,656,18,25.4,21,71.6
161192,532,0,23.9,89,68.3
161217,502,75,3.1,1,52.9
161226,836,97,37.8,80,71.1
161235,583,10,36.0,78,59.2
161244,668,15,13.6,24,65.9
161253,744,71,35.7,77,80.7
161299,714,49,52.8,92,75.4
161341,745,6,15.2,30,59.5
161457,824,51,49.3,61,74.2
161484,503,46,24.1,89,55.8
161509,812,21,41.2,47,63.4
161518,817,18,49.1,60,71.7
161545,836,15,2.9,9,55.2
161554,520,39,9.7,14,67.0
161563,582,6,35.4,38,65.4
161572,657,63,45.2,55,76.7
161581,683,12,24.3,89,47.7
161688,570,44,6.6,33,50.9
161767,838,69,5.0,24,68.5
161776,685,9,0.0,0,63.5
161864,660,55,1.4,2,45.7
161873,533,42,23.4,54,67.4
162007,806,6,12.9,21,70.2
162061,563,45,19.0,13,81.5
162104,532,0,0.0,0,53.1
162122,711,18,3.7,13,60.5
162168,752,12,3.2,10,52.3
162210,786,32,17.5,10,71.0
162283,837,6,4.1,2,61.2
162557,715,97,8.7,47,63.1
162584,706,23,22.0,50,76.8
162609,800,90,13.5,67,47.9
162654,501,92,59.1,75,85.4
162681,828,80,22.2,54,51.1
162690,817,51,11.5,59,54.2
162706,849,82,7.0,36,65.1
162760,583,39,55.3,70,77.7
162779,584,89,4.9,22,68.8
162928,798,97,86.9,97,97.0
163028,609,16,26.2,31,75.0
163046,602,83,79.4,92,87.3
163204,733,65,1.0,0,35.7
163268,721,92,36.8,78,87.3
163286,505,99,65.7,97,94.7
163295,636,81,66.7,84,82.6
163338,685,5,13.4,23,67.8
163426,803,92,5.9,30,68.2
163453,775,8,11.1,17,72.1
163462,811,52,61.4,78,77.9
163532,644,24,16.3,9,79.4
163578,620,43,45.3,55,71.9
163657,830,87,1.7,3,62.2
163736,663,83,0.0,0,64.6
163851,567,83,46.7,88,80.5
163912,838,93,71.3,99,90.0
163921,653,93,10.4,5,43.5
163976,572,9,55.6,71,89.0
164058,598,66,0.0,0,76.1
164076,709,69,40.4,83,86.0
164173,501,26,42.1,49,74.8
164216,774,80,64.8,81,80.9
164270,533,66,63.6,81,84.2
164313,824,3,5.7,29,46.6
164447,540,6,28.5,26,64.8
164465,644,97,89.5,99,97.6
164492,660,93,43.4,51,68.7
164562,561,88,70.2,86,83.4
164580,574,89,84.3,96,94.9
164614,760,50,23.8,18,73.7
164632,589,18,46.1,56,72.3
164641,803,91,8.3,16,80.0
164720,531,30,16.1,9,64.1
164739,809,87,81.1,93,93.5
164748,837,54,36.0,40,79.9
164775,743,76,13.8,68,59.2
164872,545,100,2.6,1,75.0
164924,779,95,88.5,98,94.8
164933,608,34,66.4,83,80.3
164988,594,90,79.6,92,92.8
165015,733,93,86.2,96,93.0
165024,719,35,28.7,66,81.4
165033,829,28,16.7,76,61.5
165112,538,82,2.3,5,59.2
165167,595,45,2.5,1,70.8
165194,578,97,5.6,28,54.7
165264,723,24,68.3,22,45.0
165334,578,52,75.5,90,88.6
165529,528,11,35.0,37,70.2
165574,730,3,61.8,79,59.1
165644,846,16,40.8,47,71.6
165662,798,87,79.7,92,88.1
165671,828,62,51.4,64,81.0
165699,630,55,65.0,82,80.7
165802,557,87,3.5,1,56.0
165820,620,32,20.3,44,78.1
165866,612,57,33.5,74,73.1
165884,828,20,22.2,48,69.7
165936,654,77,58.1,74,82.6
165981,636,15,9.6,51,60.2
166018,554,68,55.6,71,81.2
166027,617,100,86.5,97,97.1
166124,638,75,89.0,99,95.2
166133,594,50,5.4,27,58.3
166391,715,21,47.1,58,74.3
166407,615,77,100.0,97,52.3
166452,610,54,34.7,37,78.7
166513,752,81,28.4,65,83.9
166601,723,74,54.2,87,77.2
166629,722,92,58.7,95,89.3
166638,618,46,15.2,30,77.5
166647,820,12,6.9,35,57.6
166656,774,63,47.3,58,88.9
166674,513,70,48.4,89,84.4
166683,524,100,83.5,95,97.9
166692,812,61,49.2,89,85.0
166823,792,30,3.8,14,61.5
166850,788,92,53.6,68,81.2
166887,591,48,3.1,10,63.0
166911,849,91,51.9,65,70.1
166939,589,59,75.6,90,88.9
166948,670,5,29.1,27,51.9
166957,624,83,5.2,25,55.0
166984,791,81,51.9,65,72.0
167057,569,97,66.7,84,93.9
167251,754,3,23.8,18,56.0
167260,816,13,42.2,49,69.4
167288,571,56,38.3,81,78.6
167312,825,71,4.8,21,64.2
167321,568,26,27.2,66,51.1
167358,585,96,0.0,0,95.5
167376,712,71,5.1,24,62.4
167394,842,10,57.0,73,79.9
167455,601,100,27.5,24,62.3
167525,683,34,5.1,24,63.0
167534,594,60,6.4,32,55.9
167598,774,16,38.4,43,77.2
167631,764,58,3.7,13,47.7
167729,821,31,22.0,50,78.1
167738,750,57,36.4,46,62.0
167783,514,76,66.1,83,86.2
167792,584,65,61.2,84,67.6
167835,580,56,82.3,94,93.7
167899,848,39,58.3,74,84.3
167905,795,97,8.2,44,60.9
167987,581,63,30.2,69,76.1
167996,767,73,81.8,94,86.7
168005,527,33,40.6,46,75.5
168148,546,97,87.2,98,96.4
168218,621,96,84.2,95,96.6
168227,702,67,49.8,61,78.8
168254,710,58,52.2,65,75.3
168263,540,37,43.9,86,79.1
168281,643,4,71.1,87,85.8
168290,820,27,46.0,56,66.2
168342,526,98,89.6,99,98.0
168421,784,68,70.2,86,95.9
168430,714,46,34.2,75,80.3
168528,558,31,38.5,43,58.1
168546,740,75,64.4,81,80.6
168591,572,65,42.8,50,78.9
168607,706,86,17.6,79,57.8
168740,632,55,28.5,26,78.6
168786,841,62,30.4,30,75.8
168838,619,97,1.8,0,58.3
168847,798,48,0.0,0,51.5
168883,783,94,10.1,53,60.8
169080,560,82,57.1,73,87.4
169248,711,51,20.9,47,76.7
169275,583,45,2.9,9,56.6
169327,541,22,27.8,24,43.3
169363,523,32,13.8,6,61.8
169442,551,50,26.7,23,78.1
169479,571,45,8.1,4,78.9
169521,847,67,8.3,44,74.7
169716,674,74,34.7,37,82.5
169798,663,45,12.4,20,73.8
169910,780,43,23.1,53,76.7
169974,843,37,11.2,58,57.6
169983,713,84,11.4,5,91.9
169992,713,11,18.1,80,64.2
170000,553,54,17.1,10,65.7
170037,646,60,30.2,29,76.1
170055,788,94,4.8,21,56.9
170082,658,72,33.0,74,81.6
170091,568,27,6.2,3,38.7
170240,644,47,2.1,4,41.9
170301,683,84,67.6,84,88.4
170417,726,43,76.3,36,85.6
170444,677,14,7.4,38,56.8
170532,622,87,72.5,88,91.9
170541,714,64,2.3,5,56.4
170550,790,85,10.5,55,54.2
170587,583,4,2.0,3,53.4
170620,808,14,7.7,39,51.2
170639,502,59,16.8,35,74.8
170657,728,45,3.2,10,58.8
170675,697,75,16.1,9,81.8
170790,643,69,4.7,20,62.0
170806,688,42,30.6,30,81.8
170842,773,1,8.0,3,66.9
170967,521,99,18.8,12,57.5
170976,603,99,75.8,99,96.9
171100,646,86,50.4,90,90.5
171128,543,91,23.6,55,82.2
171137,841,0,14.9,29,84.0
171146,793,35,9.4,13,79.9
171155,757,37,5.8,30,53.6
171225,823,83,3.8,14,50.6
171234,795,45,5.1,24,52.5
171298,616,14,0.0,0,53.1
171304,517,82,10.4,54,59.9
171395,702,10,4.4,19,62.8
171456,765,51,20.7,46,72.2
171483,578,28,74.3,34,68.0
171492,546,39,24.8,20,83.3
171535,658,60,4.4,19,47.8
171571,646,65,14.6,27,78.1
171599,556,10,26.4,22,64.0
171881,817,31,36.9,41,78.8
172033,821,59,50.0,62,100.0
172051,713,33,10.1,16,70.5
172200,635,77,6.7,34,58.1
172264,596,26,21.3,15,59.1
172291,797,70,4.9,22,59.3
172307,631,91,8.4,45,55.7
172334,811,54,30.4,30,75.7
172440,548,74,30.8,30,57.5
172617,567,96,5.3,26,63.7
172635,838,14,6.6,33,40.8
172644,569,59,11.2,18,76.9
172671,668,40,4.3,18,70.3
172699,551,51,24.2,56,73.7
172866,597,45,100.0,98,59.0
172918,550,17,50.8,99,75.8
172954,695,85,16.2,75,48.1
172963,592,83,7.3,38,52.5
173045,606,49,46.9,57,81.6
173063,841,23,24.0,89,59.4
173115,660,14,23.4,88,55.6
173124,830,33,26.1,61,67.2
173142,815,93,38.1,42,72.1
173160,782,75,62.6,79,85.0
173203,591,6,27.3,92,58.3
173258,706,97,89.6,99,96.0
173300,644,75,61.7,79,84.5
173328,698,26,30.3,29,72.8
173416,658,73,28.0,92,64.4
173452,638,72,52.0,65,84.9
173461,544,48,16.3,75,53.4
173489,761,21,63.3,76,100.0
173559,628,41,21.0,86,56.0
173629,534,43,12.5,28,30.0
173638,624,58,35.7,96,64.6
173647,805,86,81.4,93,92.1
173665,589,67,59.6,76,81.3
173708,592,60,19.6,83,70.7
173735,594,66,26.0,91,52.3
173799,530,69,4.4,19,59.2
173805,667,59,25.1,90,58.9
173887,583,48,23.6,57,47.0
173902,745,94,84.7,96,95.1
173911,626,95,14.8,71,60.4
173920,526,51,20.6,45,73.6
173984,729,49,0.0,0,33.3
173993,721,24,31.1,94,63.5
174020,534,82,9.7,14,61.2
174066,542,97,54.5,93,90.2
174075,663,39,33.6,74,69.1
174118,556,63,83.1,97,84.0
174127,530,57,47.3,58,70.1
174136,740,2,4.9,22,52.1
174154,620,93,62.7,75,33.3
174206,803,14,16.7,9,61.9
174233,656,77,29.6,67,75.1
174251,718,87,50.3,90,87.1
174279,804,64,12.5,28,61.5
174358,682,58,21.8,49,67.7
174376,729,92,6.7,34,57.4
174385,767,58,0.0,0,50.0
174394,803,3,44.8,88,33.3
174428,668,98,5.2,25,55.4
174437,737,45,17.3,10,72.9
174473,763,45,20.4,85,54.2
174491,776,72,50.9,63,78.9
174507,825,30,53.4,50,55.8
174525,633,11,25.0,20,63.0
174570,748,24,15.8,74,42.6
174604,767,43,29.2,93,48.8
174738,641,4,10.4,54,54.3
174747,757,78,74.5,89,88.8
174756,649,47,19.7,83,58.8
174783,500,43,19.1,42,70.7
174792,848,77,70.5,86,85.5
174817,760,54,42.6,49,79.0
174844,785,91,83.1,95,93.5
174862,733,24,35.8,39,69.6
174899,652,60,59.1,75,83.6
174914,798,79,62.6,79,87.6
175005,656,49,37.6,42,78.6
175014,819,18,36.8,81,64.7
175041,763,57,14.6,70,51.0
175078,597,1,21.7,49,67.4
175157,555,18,16.1,75,48.9
175227,792,18,56.7,78,50.0
175236,767,81,33.5,95,62.8
175263,624,92,18.2,81,56.3
175272,600,24,29.8,68,78.3
175315,756,98,5.3,26,48.9
175342,794,3,18.4,39,68.4
175421,742,41,24.9,20,60.0
175430,577,31,36.8,40,70.0
175519,509,68,16.0,74,49.8
175528,509,40,13.1,14,57.9
175573,727,33,16.6,76,58.2
175616,656,19,16.4,33,66.1
175643,798,42,17.2,78,62.0
175652,849,17,22.4,87,71.1
175786,578,47,8.0,42,51.6
175810,777,88,12.9,65,54.6
175829,607,90,16.8,77,68.7
175856,702,10,16.6,34,75.5
175883,838,16,16.3,75,60.1
175935,622,73,35.2,96,55.9
175980,708,78,59.1,75,75.2
176008,590,8,14.3,70,57.8
176017,831,75,36.4,78,85.6
176035,752,37,21.7,49,79.1
176044,638,1,10.5,16,53.0
176053,593,64,34.6,37,68.4
176071,825,35,14.0,69,62.2
176080,649,77,30.9,70,78.5
176169,756,76,14.7,71,64.0
176178,679,16,8.3,44,60.0
176239,827,86,19.4,83,56.9
176318,621,0,12.2,6,62.7
176354,751,10,19.9,84,56.8
176372,727,70,20.7,46,71.6
176406,626,4,26.5,22,70.0
176479,719,66,46.0,56,77.5
176549,589,15,63.8,81,73.6
176628,745,38,26.3,22,70.0
176637,832,48,4.0,9,49.6
176664,748,96,20.0,14,64.7
176770,560,4,61.3,78,89.1
176789,825,41,35.7,39,65.6
176910,809,67,22.4,16,70.2
176947,708,30,25.7,21,57.3
176965,558,33,30.0,69,68.8
177038,707,78,0.0,0,100.0
177065,715,89,26.1,22,53.1
177083,831,79,61.1,78,64.3
177117,708,36,56.0,74,78.7
177135,721,85,2.3,5,56.2
177144,711,21,37.6,42,66.7
177214,688,76,32.1,33,84.4
177250,616,31,6.5,33,62.1
177302,537,4,72.3,88,69.6
177339,638,46,34.9,37,72.7
177418,757,55,2.6,1,79.4
177472,556,67,7.4,38,59.1
177542,745,39,46.3,56,62.3
177551,687,58,2.1,1,43.1
177579,689,26,19.3,19,74.3
177676,719,32,12.0,62,58.7
177746,798,57,56.6,72,73.8
177940,541,52,6.3,6,52.7
177968,772,45,24.5,19,70.7
177977,754,89,54.3,99,78.5
177995,644,42,6.4,32,54.7
178059,715,74,50.7,63,86.8
178110,765,64,41.0,53,21.7
178183,762,73,85.1,97,87.9
178208,510,36,0.0,0,64.0
178217,595,63,17.1,77,67.8
178226,680,34,31.4,73,29.4
178244,538,29,26.6,22,60.1
178305,688,16,36.4,80,53.8
178341,692,33,15.0,29,66.1
178350,562,98,0.0,0,100.0
178369,776,9,14.5,7,43.6
178387,680,42,13.5,24,60.4
178396,716,87,47.1,88,83.5
178402,607,29,20.5,45,73.3
178411,801,96,25.2,60,82.6
178420,695,100,20.3,44,75.0
178448,582,77,7.0,36,56.8
178615,521,95,53.8,92,87.4
178624,775,59,26.7,62,65.8
178679,560,86,13.9,7,72.1
178697,670,48,49.6,61,86.0
178721,519,80,27.4,24,64.9
178767,824,47,43.2,50,27.8
178891,642,95,43.8,52,74.3
179043,739,79,60.5,77,87.4
179070,847,53,0.0,0,51.4
179159,774,87,60.7,77,86.8
179256,596,73,17.4,10,81.2
179308,697,96,4.0,15,53.8
179326,590,53,36.8,40,63.6
179344,687,72,12.9,65,46.9
179511,731,16,64.0,82,63.1
179539,839,97,10.5,55,59.7
179548,538,47,25.2,21,67.2
179557,747,58,26.5,61,72.6
179566,739,72,30.5,70,75.2
179645,773,61,8.2,44,55.2
179715,799,62,14.6,70,64.6
179867,841,99,88.2,98,96.4
179894,773,67,46.4,56,80.8
179919,699,19,28.6,26,54.0
179946,603,62,51.6,65,78.0
179955,516,76,49.7,61,76.1
179964,802,47,44.6,53,74.4
180054,772,49,2.1,0,57.0
180081,649,72,20.0,84,51.9
180106,814,68,54.3,69,81.5
180151,711,21,27.6,92,53.1
180160,615,45,9.1,48,47.8
180179,799,91,12.3,20,59.2
180197,754,74,8.4,45,56.2
180203,620,16,13.2,66,54.4
180212,762,48,6.2,32,44.4
180249,848,34,9.4,50,51.1
180258,724,32,16.9,10,68.9
180276,811,96,19.6,83,52.5
180328,810,89,16.2,75,53.2
180373,817,56,23.1,88,59.4
180416,727,79,19.9,43,68.8
180461,776,79,20.0,43,75.8
180489,671,72,23.9,55,73.4
180522,835,13,14.5,27,59.2
180595,696,37,19.3,13,67.9
180647,847,84,27.9,24,31.2
180692,850,54,26.7,62,68.8
180814,594,96,23.1,17,50.0
180832,552,68,0.0,0,68.6
180878,572,55,33.3,35,82.9
180902,786,81,14.0,69,62.8
180948,709,49,16.6,34,67.3
180984,601,63,42.0,49,75.7
181002,822,85,67.4,84,90.9
181020,751,58,51.0,64,78.3
181093,504,27,23.2,17,71.8
181127,539,59,43.4,51,66.1
181215,511,58,21.1,47,75.5
181242,627,92,50.0,90,55.4
181297,598,55,48.0,59,78.6
181303,709,67,4.2,17,50.4
181312,533,36,26.2,91,52.9
181330,843,20,41.4,48,61.7
181376,563,38,6.7,3,57.1
181394,566,65,14.3,26,74.8
181400,591,55,0.0,0,100.0
181419,579,10,13.0,66,42.9
181446,690,67,54.6,70,77.5
181464,718,84,32.3,72,83.6
181491,759,2,32.8,95,68.4
181534,637,52,19.3,42,58.2
181604,805,55,26.9,23,79.1
181640,669,76,18.8,82,57.4
181738,630,51,24.8,20,68.3
181756,777,81,38.1,49,42.3
181765,722,71,52.3,99,66.7
181783,817,46,24.8,58,61.9
181817,641,49,23.1,88,48.5
181853,767,9,18.0,11,64.3
181941,627,92,26.8,32,60.8
182005,794,67,72.7,14,62.3
182111,670,40,15.1,38,53.0
182148,815,33,54.0,69,69.7
182281,689,39,14.6,27,77.3
182290,746,70,15.7,32,79.9
182306,790,100,27.1,64,78.9
182430,758,89,63.6,95,66.7
182458,509,6,37.3,41,74.3
182500,815,33,2.8,9,66.2
182564,622,59,33.0,73,32.5
182634,626,93,47.9,59,73.6
182661,843,33,33.5,76,68.5
182670,777,98,86.5,97,97.9
182795,659,21,38.8,44,67.3
182865,529,70,0.0,0,62.5
182908,535,63,28.6,26,63.6
182980,722,36,33.9,36,61.6
183026,831,19,46.5,56,69.2
183044,706,37,63.7,96,86.4
183062,574,29,51.5,91,76.4
183071,557,20,29.6,67,66.7
183080,708,24,41.2,83,71.6
183099,508,90,7.8,40,56.7
183105,511,2,38.0,96,66.7
183114,679,86,9.3,49,61.2
183123,552,13,20.8,85,61.7
183132,577,67,10.2,53,61.4
183141,769,23,7.5,39,62.7
183150,504,44,3.0,10,56.6
183211,829,12,42.8,50,76.6
183239,624,75,71.1,87,84.8
183248,570,58,38.5,38,100.0
183257,665,29,9.1,13,60.0
183655,558,47,15.5,73,62.1
183743,681,95,4.0,15,63.3
183789,848,24,25.2,62,63.7
183822,533,2,14.4,7,63.5
183859,714,99,8.2,44,68.6
183877,798,68,10.2,53,63.1
183910,725,15,35.2,38,73.0
183938,757,61,3.9,15,60.4
183974,510,17,56.0,71,70.9
184180,738,76,22.3,87,71.7
184205,735,93,20.9,86,65.1
184348,691,67,64.8,81,75.7
184481,574,46,1.1,1,58.0
184603,775,24,32.0,33,72.1
184612,624,5,24.5,19,75.9
184694,748,36,40.4,46,73.1
184773,711,7,25.2,21,71.2
184782,520,80,45.8,87,84.1
184791,598,91,10.9,57,63.7
184959,804,97,42.6,55,75.2
184995,820,28,2.6,7,51.8
185129,720,11,4.9,3,69.5
185262,809,10,18.9,41,73.6
185509,778,71,4.9,22,61.3
185536,769,57,3.3,11,64.1
185572,722,53,41.6,48,79.5
185590,765,26,34.4,75,85.6
185828,560,83,23.4,54,86.0
185873,672,97,12.8,65,67.9
186034,669,78,2.3,5,60.4
186131,686,99,87.8,98,97.6
186186,791,54,0.0,0,56.0
186201,548,74,58.7,95,86.7
186283,659,43,55.3,70,78.9
186371,521,56,26.7,62,77.3
186380,642,92,57.1,94,90.9
186399,683,63,32.3,72,74.2
186432,824,8,33.6,35,74.4
186469,680,27,15.0,71,59.2
186584,817,70,50.2,62,83.1
186618,522,3,41.2,47,67.8
186645,812,29,19.3,82,76.6
186867,713,91,44.5,53,96.3
