universityid,state
195173,New York
195191,New York
195216,New York
195234,New York
195243,New York
195289,New York
195304,New York
195322,New York
195438,New York
195474,New York
195526,New York
195544,New York
195687,New York
195720,New York
195784,New York
195809,New York
195845,New York
195988,New York
196006,New York
196015,New York
196024,New York
196033,New York
196042,New York
196051,New York
196060,New York
196079,New York
196088,New York
196097,New York
196103,New York
196112,New York
196121,New York
196130,New York
196149,New York
196158,New York
196167,New York
196176,New York
196185,New York
196194,New York
196200,New York
196219,New York
196237,New York
196246,New York
196264,New York
196291,New York
196389,New York
196413,New York
196431,New York
196477,New York
196565,New York
196583,New York
196592,New York
196653,New York
196699,New York
196866,New York
197018,New York
197027,New York
197045,New York
197081,New York
197133,New York
197142,New York
197151,New York
197197,New York
197230,New York
197285,New York
197294,New York
197522,New York
197601,New York
197610,New York
197647,New York
197674,New York
197708,New York
197735,New York
197744,New York
197814,North Carolina
197832,North Carolina
197850,North Carolina
197869,North Carolina
197887,North Carolina
197911,North Carolina
197966,North Carolina
197984,North Carolina
197993,North Carolina
198011,North Carolina
198039,North Carolina
198066,North Carolina
198084,North Carolina
198109,North Carolina
198118,North Carolina
198136,North Carolina
198154,North Carolina
198206,North Carolina
198215,North Carolina
198233,North Carolina
198242,North Carolina
198251,North Carolina
198260,North Carolina
198303,North Carolina
198321,North Carolina
198330,North Carolina
198367,North Carolina
198376,North Carolina
198385,North Carolina
198419,North Carolina
198455,North Carolina
198464,North Carolina
198491,North Carolina
198507,North Carolina
198516,North Carolina
198534,North Carolina
198543,North Carolina
198552,North Carolina
198561,North Carolina
198570,North Carolina
198598,North Carolina
198613,North Carolina
198622,North Carolina
198640,North Carolina
198668,North Carolina
198695,North Carolina
198710,North Carolina
198729,North Carolina
198747,North Carolina
198756,North Carolina
198774,North Carolina
198808,North Carolina
198817,North Carolina
198835,North Carolina
198862,North Carolina
198871,North Carolina
198899,North Carolina
198905,North Carolina
198914,North Carolina
198923,North Carolina
198950,North Carolina
198969,North Carolina
198978,North Carolina
198987,North Carolina
199023,North Carolina
199032,North Carolina
199069,North Carolina
199087,North Carolina
199102,North Carolina
199111,North Carolina
199120,North Carolina
199139,North Carolina
199148,North Carolina
199157,North Carolina
199184,North Carolina
199193,North Carolina
199209,North Carolina
199218,North Carolina
199263,North Carolina
199272,North Carolina
199281,North Carolina
199306,North Carolina
199315,North Carolina
199324,North Carolina
199333,North Carolina
199412,North Carolina
199421,North Carolina
199449,North Carolina
199458,North Carolina
199467,North Carolina
199476,North Carolina
199485,North Carolina
199494,North Carolina
199582,North Carolina
199607,North Carolina
199625,North Carolina
199634,North Carolina
199643,North Carolina
199698,North Carolina
199722,North Carolina
199731,North Carolina
199740,North Carolina
199768,North Carolina
199786,North Carolina
199795,North Carolina
199838,North Carolina
199847,North Carolina
199856,North Carolina
199865,North Carolina
199892,North Carolina
199908,North Carolina
199926,North Carolina
199953,North Carolina
199962,North Carolina
199999,North Carolina
200004,North Carolina
200013,North Dakota
200022,North Dakota
200059,North Dakota
200086,North Dakota
200156,North Dakota
200192,North Dakota
200208,North Dakota
200217,North Dakota
200226,North Dakota
200253,North Dakota
200280,North Dakota
200305,North Dakota
200314,North Dakota
200332,North Dakota
200341,North Dakota
200466,North Dakota
200484,North Dakota
200527,North Dakota
200554,North Dakota
200572,North Dakota
200590,Ohio
200633,Ohio
200785,Ohio
200800,Ohio
200846,Ohio
201016,Ohio
201061,Ohio
201104,Ohio
201177,Ohio
201195,Ohio
201283,Ohio
201371,Ohio
201399,Ohio
201432,Ohio
201441,Ohio
201469,Ohio
201548,Ohio
201645,Ohio
201654,Ohio
201672,Ohio
201690,Ohio
201751,Ohio
201821,Ohio
201858,Ohio
201885,Ohio
201928,Ohio
201946,Ohio
201955,Ohio
201964,Ohio
201973,Ohio
202046,Ohio
202073,Ohio
202134,Ohio
202161,Ohio
202170,Ohio
202222,Ohio
202356,Ohio
202435,Ohio
202480,Ohio
202514,Ohio
202523,Ohio
202648,Ohio
202684,Ohio
202763,Ohio
202806,Ohio
202903,Ohio
202912,Ohio
203085,Ohio
203128,Ohio
203155,Ohio
203313,Ohio
203331,Ohio
203368,Ohio
203386,Ohio
203447,Ohio
203456,Ohio
203465,Ohio
203474,Ohio
203483,Ohio
203492,Ohio
203517,Ohio
203526,Ohio
203535,Ohio
203544,Ohio
203580,Ohio
203599,Ohio
203678,Ohio
203720,Ohio
203739,Ohio
203748,Ohio
203757,Ohio
203775,Ohio
203845,Ohio
203881,Ohio
203960,Ohio
204006,Ohio
204015,Ohio
204024,Ohio
204060,Ohio
204176,Ohio
204185,Ohio
204194,Ohio
204200,Ohio
204255,Ohio
204264,Ohio
204307,Ohio
204316,Ohio
204422,Ohio
204440,Ohio
204468,Ohio
204486,Ohio
204501,Ohio
204592,Ohio
204608,Ohio
204617,Ohio
204626,Ohio
204635,Ohio
204662,Ohio
204671,Ohio
204680,Ohio
204699,Ohio
204705,Ohio
204796,Ohio
204802,Ohio
204820,Ohio
204839,Ohio
204848,Ohio
204857,Ohio
204866,Ohio
204884,Ohio
204909,Ohio
204936,Ohio
204945,Ohio
205027,Ohio
205054,Ohio
205179,Ohio
205203,Ohio
205391,Ohio
205443,Ohio
205470,Ohio
205513,Ohio
205522,Ohio
205559,Ohio
205568,Ohio
205610,Ohio
205647,Ohio
205708,Ohio
205726,Ohio
205841,Ohio
205887,Ohio
205957,Ohio
205966,Ohio
206002,Ohio
206011,Ohio
206048,Ohio
206084,Ohio
206093,Ohio
206224,Ohio
206279,Ohio
206330,Ohio
206349,Ohio
206394,Ohio
206437,Ohio
206446,Ohio
206491,Ohio
206507,Ohio
206525,Ohio
206589,Ohio
206604,Ohio
206613,Ohio
206622,Ohio
206631,Ohio
206695,Ohio
206817,Oklahoma
206835,Oklahoma
206862,Oklahoma
206914,Oklahoma
206923,Oklahoma
206941,Oklahoma
206996,Oklahoma
207041,Oklahoma
207050,Oklahoma
207069,Oklahoma
207157,Oklahoma
207209,Oklahoma
207236,Oklahoma
207254,Oklahoma
207263,Oklahoma
207281,Oklahoma
207290,Oklahoma
207306,Oklahoma
207324,Oklahoma
207351,Oklahoma
207388,Oklahoma
207397,Oklahoma
207403,Oklahoma
207449,Oklahoma
207458,Oklahoma
207500,Oklahoma
207564,Oklahoma
207582,Oklahoma
207625,Oklahoma
207661,Oklahoma
207670,Oklahoma
207689,Oklahoma
207722,Oklahoma
207740,Oklahoma
207847,Oklahoma
207856,Oklahoma
207865,Oklahoma
207935,Oklahoma
207962,Oklahoma
207971,Oklahoma
208035,Oklahoma
208239,Oregon
208275,Oregon
208318,Oregon
208390,Oregon
208406,Oregon
208415,Oregon
208479,Oregon
208488,Oregon
208646,Oregon
208725,Oregon
208822,Oregon
208965,Oregon
209038,Oregon
209056,Oregon
209065,Oregon
209074,Oregon
209108,Oregon
209241,Oregon
209250,Oregon
209287,Oregon
209409,Oregon
209506,Oregon
209533,Oregon
209542,Oregon
209551,Oregon
209603,Oregon
209612,Oregon
209746,Oregon
209807,Oregon
209825,Oregon
209922,Oregon
209940,Oregon
210076,Oregon
210146,Oregon
210155,Oregon
210234,Oregon
210270,Oregon
210304,Oregon
210331,Oregon
210359,Oregon
210401,Oregon
210429,Oregon
210492,Pennsylvania
210571,Pennsylvania
210605,Pennsylvania
210669,Pennsylvania
210739,Pennsylvania
210775,Pennsylvania
210890,Pennsylvania
210906,Pennsylvania
210942,Pennsylvania
210960,Pennsylvania
211024,Pennsylvania
211079,Pennsylvania
211088,Pennsylvania
211149,Pennsylvania
211158,Pennsylvania
211200,Pennsylvania
211273,Pennsylvania
211291,Pennsylvania
211307,Pennsylvania
211316,Pennsylvania
211343,Pennsylvania
211352,Pennsylvania
211361,Pennsylvania
211398,Pennsylvania
211431,Pennsylvania
211440,Pennsylvania
211468,Pennsylvania
211477,Pennsylvania
211556,Pennsylvania
211583,Pennsylvania
211608,Pennsylvania
211617,Pennsylvania
211644,Pennsylvania
211820,Pennsylvania
211893,Pennsylvania
211909,Pennsylvania
211927,Pennsylvania
211981,Pennsylvania
212009,Pennsylvania
212045,Pennsylvania
212054,Pennsylvania
212072,Pennsylvania
212090,Pennsylvania
212106,Pennsylvania
212115,Pennsylvania
212133,Pennsylvania
212160,Pennsylvania
212197,Pennsylvania
212425,Pennsylvania
212434,Pennsylvania
212577,Pennsylvania
212601,Pennsylvania
212656,Pennsylvania
212674,Pennsylvania
212832,Pennsylvania
212869,Pennsylvania
212878,Pennsylvania
212911,Pennsylvania
212975,Pennsylvania
212984,Pennsylvania
212993,Pennsylvania
213002,Pennsylvania
213011,Pennsylvania
213020,Pennsylvania
213233,Pennsylvania
213251,Pennsylvania
213303,Pennsylvania
213321,Pennsylvania
213349,Pennsylvania
213358,Pennsylvania
213367,Pennsylvania
213376,Pennsylvania
213385,Pennsylvania
213400,Pennsylvania
213473,Pennsylvania
213507,Pennsylvania
213525,Pennsylvania
213534,Pennsylvania
213543,Pennsylvania
213570,Pennsylvania
213589,Pennsylvania
213598,Pennsylvania
213613,Pennsylvania
213659,Pennsylvania
213668,Pennsylvania
213774,Pennsylvania
213783,Pennsylvania
213826,Pennsylvania
213914,Pennsylvania
213987,Pennsylvania
213996,Pennsylvania
214023,Pennsylvania
214041,Pennsylvania
214069,Pennsylvania
214111,Pennsylvania
214148,Pennsylvania
214157,Pennsylvania
214166,Pennsylvania
214175,Pennsylvania
214272,Pennsylvania
214290,Pennsylvania
214379,Pennsylvania
214528,Pennsylvania
214582,Pennsylvania
214591,Pennsylvania
214625,Pennsylvania
214634,Pennsylvania
214643,Pennsylvania
214652,Pennsylvania
214670,Pennsylvania
214689,Pennsylvania
214698,Pennsylvania
214704,Pennsylvania
214713,Pennsylvania
214731,Pennsylvania
214740,Pennsylvania
214759,Pennsylvania
214768,Pennsylvania
214777,Pennsylvania
214786,Pennsylvania
214795,Pennsylvania
214801,Pennsylvania
214810,Pennsylvania
214829,Pennsylvania
214838,Pennsylvania
214883,Pennsylvania
214892,Pennsylvania
214944,Pennsylvania
214971,Pennsylvania
215053,Pennsylvania
215062,Pennsylvania
215099,Pennsylvania
215105,Pennsylvania
215114,Pennsylvania
215132,Pennsylvania
215239,Pennsylvania
215266,Pennsylvania
215275,Pennsylvania
215284,Pennsylvania
215293,Pennsylvania
215309,Pennsylvania
215381,Pennsylvania
215390,Pennsylvania
215415,Pennsylvania
215433,Pennsylvania
215442,Pennsylvania
215585,Pennsylvania
215637,Pennsylvania
215646,Pennsylvania
215655,Pennsylvania
215682,Pennsylvania
215691,Pennsylvania
215743,Pennsylvania
215770,Pennsylvania
215798,Pennsylvania
215929,Pennsylvania
215947,Pennsylvania
215992,Pennsylvania
216010,Pennsylvania
216038,Pennsylvania
216047,Pennsylvania
216083,Pennsylvania
216278,Pennsylvania
216287,Pennsylvania
216296,Pennsylvania
216311,Pennsylvania
216339,Pennsylvania
216357,Pennsylvania
216418,Pennsylvania
216427,Pennsylvania
216436,Pennsylvania
216445,Pennsylvania
216454,Pennsylvania
216524,Pennsylvania
216542,Pennsylvania
216551,Pennsylvania
216597,Pennsylvania
216667,Pennsylvania
216694,Pennsylvania
216764,Pennsylvania
216782,Pennsylvania
216807,Pennsylvania
216825,Pennsylvania
216852,Pennsylvania
216931,Pennsylvania
217013,Pennsylvania
217059,Pennsylvania
217077,Pennsylvania
217086,Pennsylvania
217156,Rhode Island
217165,Rhode Island
217235,Rhode Island
217305,Rhode Island
217402,Rhode Island
217420,Rhode Island
217475,Rhode Island
217484,Rhode Island
217493,Rhode Island
217518,Rhode Island
217536,Rhode Island
217606,Massachusetts
217615,South Carolina
217624,South Carolina
217633,South Carolina
217688,South Carolina
217712,South Carolina
217721,South Carolina
217749,South Carolina
217776,South Carolina
217819,South Carolina
217837,South Carolina
217864,South Carolina
217873,South Carolina
217882,South Carolina
217891,South Carolina
217907,South Carolina
217925,South Carolina
217934,South Carolina
217961,South Carolina
217989,South Carolina
217998,South Carolina
218025,South Carolina
218043,South Carolina
218061,South Carolina
218070,South Carolina
218113,South Carolina
218140,South Carolina
218229,South Carolina
218238,South Carolina
218353,South Carolina
218399,South Carolina
218414,South Carolina
218441,South Carolina
218487,South Carolina
218520,South Carolina
218539,South Carolina
218645,South Carolina
218654,South Carolina
218663,South Carolina
218672,South Carolina
218681,South Carolina
218690,South Carolina
218706,South Carolina
218724,South Carolina
218733,South Carolina
218742,South Carolina
218821,South Carolina
218830,South Carolina
218858,South Carolina
218885,South Carolina
218894,South Carolina
218919,South Carolina
218955,South Carolina
218964,South Carolina
218973,South Carolina
218991,South Carolina
219000,South Dakota
219046,South Dakota
219055,South Dakota
219082,South Dakota
219091,South Dakota
219143,South Dakota
219189,South Dakota
219198,South Dakota
219204,South Dakota
219213,South Dakota
219259,South Dakota
219277,South Dakota
219295,South Dakota
219347,South Dakota
219356,South Dakota
219374,South Dakota
219383,South Dakota
219408,South Dakota
219426,South Dakota
219471,South Dakota
219480,South Dakota
219505,Tennessee
219578,Tennessee
219602,Tennessee
219639,Tennessee
219709,Tennessee
219718,Tennessee
219790,Tennessee
219806,Tennessee
219824,Tennessee
219833,Tennessee
219879,Tennessee
219888,Tennessee
219903,Tennessee
219949,Tennessee
219976,Tennessee
220002,Tennessee
220057,Tennessee
220075,Tennessee
220118,Tennessee
220181,Tennessee
220206,Tennessee
220215,Tennessee
220312,Tennessee
220400,Tennessee
220464,Tennessee
220473,Tennessee
220516,Tennessee
220552,Tennessee
220598,Tennessee
220604,Tennessee
220613,Tennessee
220631,Tennessee
220701,Tennessee
220710,Tennessee
220808,Tennessee
220862,Tennessee
220941,Tennessee
220978,Tennessee
221014,Tennessee
221096,Tennessee
221148,Tennessee
221184,Tennessee
221254,Tennessee
221351,Tennessee
221397,Tennessee
221485,Tennessee
221519,Tennessee
221643,Tennessee
221661,Tennessee
221731,Tennessee
221740,Tennessee
221759,Tennessee
221768,Tennessee
221795,Tennessee
221838,Tennessee
221847,Tennessee
221856,Tennessee
221892,Tennessee
221908,Tennessee
221953,Tennessee
221971,Tennessee
221999,Tennessee
222053,Tennessee
222062,Tennessee
222099,Tennessee
222105,Tennessee
222178,Texas
222567,Texas
222576,Texas
222822,Texas
222831,Texas
222877,Texas
222938,Texas
222983,Texas
222992,Texas
223232,Texas
223320,Texas
223427,Texas
223463,Texas
223472,Texas
223506,Texas
223524,Texas
223773,Texas
223816,Texas
223898,Texas
223922,Texas
224004,Texas
224110,Texas
224147,Texas
224183,Texas
224226,Texas
224244,Texas
224271,Texas
224323,Texas
224350,Texas
224439,Texas
224527,Texas
224545,Texas
224554,Texas
224572,Texas
224615,Texas
224642,Texas
224660,Texas
224679,Texas
224776,Texas
224891,Texas
224961,Texas
225070,Texas
225201,Texas
225247,Texas
225308,Texas
225371,Texas
225399,Texas
225423,Texas
225432,Texas
225502,Texas
225511,Texas
225520,Texas
225548,Texas
225575,Texas
225627,Texas
225779,Texas
225788,Texas
225849,Texas
225858,Texas
225876,Texas
225885,Texas
225991,Texas
226019,Texas
226091,Texas
226107,Texas
226116,Texas
226134,Texas
226152,Texas
226204,Texas
226231,Texas
226277,Texas
226383,Texas
226408,Texas
226471,Texas
226578,Texas
226587,Texas
226806,Texas
226833,Texas
226879,Texas
226930,Texas
227146,Texas
227182,Texas
227191,Texas
227216,Texas
227225,Texas
227243,Texas
227304,Texas
227331,Texas
227368,Texas
227377,Texas
227386,Texas
227401,Texas
227429,Texas
227526,Texas
227687,Texas
227757,Texas
227766,Texas
227836,Texas
227845,Texas
227854,Texas
227863,Texas
227881,Texas
227924,Texas
227979,Texas
228042,Texas
228149,Texas
228158,Texas
228246,Texas
228316,Texas
228325,Texas
228343,Texas
228431,Texas
228459,Texas
228468,Texas
228486,Texas
228501,Texas
228529,Texas
228547,Texas
228608,Texas
228680,Texas
228699,Texas
228705,Texas
228723,Texas
228769,Texas
228778,Texas
228787,Texas
228796,Texas
228802,Texas
228875,Texas
228884,Texas
228981,Texas
229018,Texas
229027,Texas
229036,Texas
229063,Texas
229115,Texas
229160,Texas
229179,Texas
229267,Texas
229319,Texas
229328,Texas
229355,Texas
229504,Texas
229540,Texas
229780,Texas
229799,Texas
229814,Texas
229832,Texas
229841,Texas
229887,Texas
230038,Utah
230047,Hawaii
230056,Utah
230171,Utah
230366,Utah
230384,Utah
230418,Utah
230472,Utah
230597,Utah
230603,Utah
230621,Utah
230630,Utah
230728,Utah
230737,Utah
230746,Utah
230764,Utah
230782,Utah
230807,Utah
230816,Vermont
230825,Vermont
230834,Vermont
230852,Vermont
230861,Vermont
230889,Vermont
230898,Vermont
230913,Vermont
230931,Vermont
230940,Vermont
230959,Vermont
230977,Vermont
230995,Vermont
231059,Vermont
231077,Vermont
231086,Vermont
231095,Vermont
231165,Vermont
231174,Vermont
231411,Virginia
231420,Virginia
231536,Virginia
231554,Virginia
231581,Virginia
231624,Virginia
231651,Virginia
231697,Virginia
231712,Virginia
231785,Virginia
231828,Virginia
231837,Virginia
231873,Virginia
231882,Virginia
232016,Virginia
232025,Virginia
232043,Virginia
232052,Virginia
232089,Virginia
232186,Virginia
232195,Virginia
232256,Virginia
232265,Virginia
232308,Virginia
232414,Virginia
232423,Virginia
232450,Virginia
232557,Virginia
232566,Virginia
232575,Virginia
232609,Virginia
232672,Virginia
232681,Virginia
232706,Virginia
232788,Virginia
232797,Virginia
232867,Virginia
232937,Virginia
232946,Virginia
232982,Virginia
233019,Virginia
233037,Virginia
233091,Virginia
233116,Virginia
233277,Virginia
233295,Virginia
233301,Virginia
233310,Virginia
233329,Virginia
233338,Virginia
233356,Virginia
233374,Virginia
233426,Virginia
233541,Virginia
233611,Virginia
233639,Virginia
233648,Virginia
233684,Virginia
233718,Virginia
233754,Virginia
233772,Virginia
233897,Virginia
233903,Virginia
233912,Virginia
233921,Virginia
233949,Virginia
234030,Virginia
234076,Virginia
234085,Virginia
234137,Virginia
234155,Virginia
234164,Virginia
234173,Virginia
234207,Virginia
234377,Virginia
234492,Washington
234669,Washington
234696,Washington
234711,Washington
234827,Washington
234845,Washington
234915,Washington
234933,Washington
234951,Washington
234979,Washington
235024,Washington
235097,Washington
235103,Washington
235149,Washington
235167,Washington
235237,Washington
235316,Washington
235334,Washington
235343,Washington
235422,Washington
235431,Washington
235495,Washington
235510,Washington
235529,Washington
235671,Washington
235699,Washington
235750,Washington
235769,Washington
236072,Washington
236133,Washington
236188,Washington
236230,Washington
236258,Washington
236328,Washington
236382,Washington
236452,Washington
236504,Washington
236513,Washington
236577,Washington
236595,Washington
236610,Washington
236638,Washington
236656,Washington
236692,Washington
236708,Washington
236753,Washington
236887,Washington
236896,Washington
236939,Washington
236948,Washington
236975,Washington
236993,Washington
237011,Washington
237039,Washington
237057,Washington
237066,Washington
237109,Washington
237118,West Virginia
237136,West Virginia
237181,West Virginia
237215,West Virginia
237312,West Virginia
237330,West Virginia
237358,West Virginia
237367,West Virginia
237385,West Virginia
237437,West Virginia
237525,West Virginia
237598,West Virginia
237604,West Virginia
237640,West Virginia
237686,West Virginia
237701,West Virginia
237783,West Virginia
237792,West Virginia
237817,West Virginia
237899,West Virginia
237932,West Virginia
237950,West Virginia
237969,West Virginia
237978,West Virginia
237987,West Virginia
237996,West Virginia
238014,West Virginia
238032,West Virginia
238078,West Virginia
238193,Wisconsin
238263,Wisconsin
238324,Wisconsin
238333,Wisconsin
238397,Wisconsin
238430,Wisconsin
238458,Wisconsin
238476,Wisconsin
238616,Wisconsin
238661,Wisconsin
238722,Wisconsin
238759,Wisconsin
238892,Wisconsin
238980,Wisconsin
239008,Wisconsin
239017,Wisconsin
239071,Wisconsin
239080,Wisconsin
239105,Wisconsin
239220,Wisconsin
239248,Wisconsin
239309,Wisconsin
239318,Wisconsin
239372,Wisconsin
239390,Wisconsin
239442,Wisconsin
239460,Wisconsin
239488,Wisconsin
239503,Wisconsin
239512,Wisconsin
239628,Wisconsin
239716,Wisconsin
239743,Wisconsin
239910,Wisconsin
239929,Wisconsin
240055,Wisconsin
240107,Wisconsin
240116,Wisconsin
240125,Wisconsin
240170,Wisconsin
240189,Wisconsin
240198,Wisconsin
240268,Wisconsin
240277,Wisconsin
240329,Wisconsin
240338,Wisconsin
240365,Wisconsin
240374,Wisconsin
240392,Wisconsin
240417,Wisconsin
240426,Wisconsin
240444,Wisconsin
240453,Wisconsin
240462,Wisconsin
240471,Wisconsin
240480,Wisconsin
240505,Wyoming
240514,Wyoming
240596,Wyoming
240620,Wyoming
240657,Wyoming
240666,Wyoming
240693,Wyoming
240718,Wyoming
240727,Wyoming
243744,California
243780,Indiana
243823,Texas
244011,California
244154,Colorado
244190,Delaware
244233,Florida
244279,Florida
244437,Georgia
244446,Georgia
245032,Kentucky
245342,Missouri
245421,Missouri
245430,Missouri
245625,New Jersey
245652,New Mexico
245883,Washington
245953,Oklahoma
245962,Oklahoma
246008,Oklahoma
246035,Oregon
246202,Tennessee
246266,Texas
246354,Texas
246813,Georgia
246974,California
247065,Kentucky
247603,New Jersey
247649,Vermont
247700,Missouri
247834,Texas
247940,Kentucky
248776,Georgia
248846,California
248882,New Mexico
248934,Virginia
249609,Pennsylvania
250027,Pennsylvania
250601,Arizona
251075,Pennsylvania
251251,Indiana
251260,Alabama
251312,South Carolina
260293,Florida
260354,Pennsylvania
260372,Wisconsin
260691,Arizona
260789,California
260813,Colorado
260901,Iowa
260910,Iowa
260974,Illinois
260992,Illinois
261472,Michigan
261861,Pennsylvania
261931,Virginia
262031,Missouri
262086,California
262129,Florida
262332,Arizona
262457,California
262509,Colorado
363387,California
363439,Kentucky
363633,New Mexico
363934,Arizona
364016,Arizona
364025,Arizona
364168,Wisconsin
364955,Texas
364973,Texas
365055,New York
365204,Texas
366003,Florida
366252,Pennsylvania
366261,Texas
366270,Louisiana
366340,Montana
366395,New York
366401,California
366447,Georgia
366465,Georgia
366535,Alabama
366544,Colorado
366553,Florida
366580,Massachusetts
366650,Tennessee
366678,Texas
366696,Texas
366711,California
366748,Hawaii
366960,California
367024,Iowa
367097,Kansas
367112,Louisiana
367194,Minnesota
367316,Texas
367459,Arkansas
367839,Colorado
367884,Florida
367909,Florida
367936,Georgia
368443,Tennessee
368452,Tennessee
368601,Virginia
368629,Washington
368780,California
368805,California
368911,Georgia
369084,New Mexico
369516,Missouri
369862,Ohio
369905,Ohio
371052,Alabama
371760,California
371779,California
371982,California
372037,California
372073,California
372213,Arizona
372222,California
372329,Colorado
372578,Florida
372772,Florida
372921,Georgia
372958,Hawaii
373058,Iowa
373085,Iowa
373827,Maine
374875,Nevada
374972,New York
375230,New York
375416,Ohio
375489,Ohio
375841,Oregon
375939,Pennsylvania
377069,Texas
377111,Texas
377342,Utah
377449,Virginia
377458,Virginia
377546,Washington
377555,Washington
377564,Washington
378406,California
378576,California
379029,Florida
379782,Texas
380094,Texas
380359,Michigan
380368,Minnesota
380377,Washington
380438,Utah
380465,Utah
381617,Michigan
381732,Colorado
381787,Colorado
381909,California
382504,North Carolina
382771,Tennessee
382896,Texas
382911,Texas
382957,Virginia
383190,Hawaii
383950,Mississippi
383996,New Mexico
384209,Arizona
384254,Florida
384333,Arizona
384342,Illinois
384412,District of Columbia
385008,Florida
385503,Pennsylvania
385619,Florida
386472,Florida
387925,Florida
388043,Tennessee
388520,Texas
389727,Florida
390701,Florida
392257,Texas
392840,Tennessee
395362,California
398130,California
398574,California
399212,California
399869,California
399911,California
401223,California
402776,New Mexico
403469,Illinois
403478,Illinois
403487,Illinois
404055,Arizona
404073,Michigan
404082,Michigan
404338,Florida
404365,Missouri
404374,Missouri
404383,Missouri
404426,Arizona
404499,Texas
404505,Florida
404514,Texas
404648,Michigan
404912,Colorado
404921,Florida
404994,New York
405058,New York
405854,New York
405872,Maryland
405979,Arizona
405988,Colorado
405997,New Mexico
406006,California
406015,California
406024,Florida
406033,Texas
406194,Illinois
406200,Kansas
406219,Kentucky
406547,Florida
407063,Florida
407285,Minnesota
407319,Nebraska
407328,Nebraska
408039,Indiana
408394,Texas
408844,Florida
409069,Florida
409315,Texas
409670,Florida
409698,California
409874,California
410070,Oklahoma
410283,Georgia
410496,New York
410502,California
410520,California
410539,Colorado
412599,Tennessee
413413,Minnesota
413617,Wisconsin
413626,Minnesota
413839,Arkansas
413848,California
413857,Kentucky
413866,South Carolina
413884,Tennessee
414160,Michigan
414531,Washington
414568,Alabama
414586,Illinois
414595,New York
414708,Michigan
414823,Florida
414841,Pennsylvania
414878,Indiana
414911,Pennsylvania
416962,Nevada
417318,Florida
417327,Florida
417734,Missouri
418126,New York
418870,Tennessee
418889,Tennessee
419457,Virginia
419509,California
420006,Florida
420024,Virginia
420042,Hawaii
420103,Florida
420307,Alabama
420316,Alabama
420398,Texas
420404,New York
420431,Georgia
420440,Maine
420495,Georgia
420501,Ohio
420538,Arkansas
420556,Oregon
420723,Oregon
421009,Louisiana
421018,Michigan
421513,Kentucky
421708,Arizona
421832,North Carolina
421878,New Jersey
422020,California
422695,California
423652,Oregon
423980,California
426314,Florida
427663,Texas
427973,Virginia
427982,Virginia
428170,Florida
428268,Florida
428286,Illinois
428329,Pennsylvania
428392,Oregon
428444,Arizona
429128,Massachusetts
429599,Nevada
430050,Minnesota
430087,Colorado
430148,Oregon
430157,Florida
430166,Arizona
430184,Maryland
430263,Florida
430351,Pennsylvania
430360,Pennsylvania
430379,Ohio
430388,Ohio
430485,Nebraska
430795,West Virginia
430810,New Hampshire
431141,California
431886,Texas
432223,Washington
432232,Florida
432241,Oregon
432302,California
432384,California
432524,Delaware
432533,California
433004,California
433013,California
433174,North Carolina
433387,Utah
433420,California
433536,Louisiana
433563,Kentucky
433660,Florida
434016,Nebraska
434034,Maryland
434052,Texas
434061,Louisiana
434140,California
434159,Georgia
434414,Michigan
434539,Florida
434548,Missouri
434557,Illinois
434566,New York
434575,New York
434584,Alaska
434672,Maryland
434690,South Carolina
434751,Minnesota
434821,Louisiana
434946,Florida
434955,Florida
434964,Florida
434973,Maryland
434982,Oklahoma
434991,Oklahoma
436094,Arizona
436182,Missouri
436191,Missouri
436225,Florida
436304,Louisiana
436429,California
436438,California
436483,Minnesota
436702,Florida
437042,Louisiana
437051,Virginia
437060,Oklahoma
437097,Virginia
437103,Louisiana
437219,California
437732,Texas
437750,California
437769,Virginia
437848,California
437936,California
438151,Utah
438179,Arizona
438212,Pennsylvania
438258,California
438285,Florida
438294,Florida
438382,Colorado
438416,Michigan
438498,Virginia
438586,Georgia
438601,Florida
438610,Pennsylvania
438629,Pennsylvania
438647,Virginia
438708,West Virginia
438869,Arkansas
438902,Florida
439057,Washington
439118,Washington
439127,Texas
439136,Massachusetts
439145,Washington
439190,Washington
439279,Missouri
439288,Colorado
439297,Ohio
439367,California
439437,Florida
439455,Ohio
439482,Louisiana
439525,Florida
439570,Oklahoma
439613,Indiana
439701,California
439738,Louisiana
439792,Florida
439826,California
440110,Tennessee
440129,Texas
440147,Illinois
440271,Louisiana
440299,California
440323,Texas
440332,Texas
440341,Virginia
440402,Arkansas
440420,Massachusetts
440439,Texas
440448,Texas
440457,Wisconsin
440466,Idaho
440484,California
440642,Pennsylvania
440749,South Dakota
440758,New Mexico
440767,Minnesota
440794,New Jersey
440873,Tennessee
440882,Oklahoma
440891,Kansas
440925,Florida
441025,South Carolina
441052,California
441070,Michigan
441089,Pennsylvania
441201,Ohio
441487,Missouri
441502,Mississippi
441511,North Carolina
441636,Ohio
441760,Texas
441858,Virginia
441900,Nevada
441919,Mississippi
441928,Texas
441937,California
441955,Virginia
441964,Virginia
441973,California
441982,Massachusetts
442037,Pennsylvania
442046,Pennsylvania
442143,Missouri
442152,Georgia
442161,Illinois
442170,Tennessee
442189,Virginia
442231,Florida
442338,Michigan
442347,Pennsylvania
442356,Pennsylvania
442383,West Virginia
442408,Ohio
442426,Missouri
442444,California
