state_b5,program_type_b5,grad_100,grad_100_rate,state_b1,state_abbrevation_b1,organization_type_b1,level_b1,year_b1,gender_b1,race_b1,state_b2,state_abbrevation_b2,organization_type_b2,level_b2,university_count,counted_pct,awards_per_state_value_b2,state_b3,student count,awards_per_value,awards_per_state_value_b3,fte_value,city,state_b4,level_b4,institution_type,specific_college_type,website,universityid_pub,med_sat_value,med_sat_percentile,grad_100_value,grad_100_percentile,passing_rate_med,universityid_priv,year,gender_b6,race_b6,program_type_b6,passing_rate_b6
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2011,Male,Hispanic,Oregon,OR,Public,2-year,17,31.5,16.9,California,14814,10.3,12.8,9635,Los Altos Hills,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.foothill.edu,114716,0,0,50.7,98,70.7,101240,2011,Both Gender,Asian,2y all,372
Alaska,4y bach,3,18.8,Alaska,AK,Private not-for-profit,4-year,2011,Male,White,Oregon,OR,Private not-for-profit,2-year,0,0,0,California,21344,8.8,12.8,12994,Fresno,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.fresnocitycollege.edu,114789,0,0,4.4,19,64.8,101240,2011,Male,Asian,2y all,336
Alaska,4y bach,3,15,Alaska,AK,Private not-for-profit,4-year,2011,Male,Unspecified,Oregon,OR,Private for-profit,2-year,5,42.4,39.6,California,2586,31.9,22.4,2393,Fresno,California,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,www.fresno.edu,114813,979,23,42.8,50,82.6,101240,2011,Female,Asian,2y all,258
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2012,Both Gender,Asian,Pennsylvania,PA,Public,4-year,41,72.6,21.3,California,24301,12.4,12.8,11124,Fullerton,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.fullcoll.edu,114859,0,0,5.3,26,75.3,101240,2012,Both Gender,Unspecified,2y all,344
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2012,Both Gender,American Indian,Pennsylvania,PA,Private not-for-profit,4-year,82,80.7,22.2,California,5834,10.6,12.8,3327,Gilroy,California,2-year,Public,Associates--Public Suburban-serving Single Campus,www.gavilan.edu,114938,0,0,6.4,32,68.7,101240,2012,Male,Unspecified,2y all,107
Alaska,4y bach,1,50,Alaska,AK,Private not-for-profit,4-year,2012,Both Gender,Black,Pennsylvania,PA,Private for-profit,4-year,9,33,16.3,California,15744,4.8,12.8,11348,Glendale,California,2-year,Public,Associates--Public Suburban-serving Single Campus,www.glendale.edu,115001,0,0,5.6,28,77,101240,2012,Female,Unspecified,2y all,198
Alaska,4y bach,1,33.3,Alaska,AK,Private not-for-profit,4-year,2012,Both Gender,Hispanic,Pennsylvania,PA,Public,2-year,16,37.6,15.6,California,12717,16.4,12.8,7358,Huntington Beach,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.goldenwestcollege.edu,115126,0,0,8.5,46,73,101240,2012,Both Gender,White,2y all,89
Alaska,4y bach,23,50,Alaska,AK,Private not-for-profit,4-year,2012,Both Gender,White,Pennsylvania,PA,Private not-for-profit,2-year,13,64.7,23.1,California,18618,15.2,12.8,10461,El Cajon,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.grossmont.edu/,115296,0,0,4.2,17,69.1,101240,2012,Male,White,2y all,191
Alaska,4y bach,25,44.6,Alaska,AK,Private not-for-profit,4-year,2012,Both Gender,Unspecified,Pennsylvania,PA,Private for-profit,2-year,56,79.1,36.4,California,9439,14.2,12.8,5506,Salinas,California,2-year,Public,Associates--Public Rural-serving Large,www.hartnell.edu,115393,0,0,7.8,40,73.2,101240,2012,Female,White,2y all,275
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2012,Female,Asian,Rhode Island,RI,Public,4-year,2,72.2,20.1,California,807,23.4,22.4,788,Claremont,California,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.hmc.edu,115409,1483,99,85.7,96,99.5,101240,2012,Both Gender,Black,2y all,105
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2012,Female,American Indian,Rhode Island,RI,Private not-for-profit,4-year,8,87.9,25.6,California,1150,29.9,39.3,1444,Rancho Cordova,California,2-year,Private for-profit,Associates--Private For-profit,www.heald.edu,115454,0,0,28,33,63,101240,2012,Male,Black,2y all,242
Alaska,4y bach,1,100,Alaska,AK,Private not-for-profit,4-year,2012,Female,Black,Rhode Island,RI,Private for-profit,4-year,0,0,0,California,1791,24.2,39.3,2199,Fresno,California,2-year,Private for-profit,Associates--Private For-profit,www.heald.edu,115472,0,0,31.2,39,57.3,101240,2012,Female,Black,2y all,317
Alaska,4y bach,1,50,Alaska,AK,Private not-for-profit,4-year,2012,Female,Hispanic,Rhode Island,RI,Public,2-year,1,26,16,California,1671,31.9,39.3,1975,Milpitas,California,2-year,Private for-profit,Associates--Private For-profit,www.heald.edu,115490,0,0,38,49,72,101240,2012,Both Gender,Hispanic,2y all,176
Alaska,4y bach,16,64,Alaska,AK,Private not-for-profit,4-year,2012,Female,White,Rhode Island,RI,Private not-for-profit,2-year,0,0,0,California,1074,29.8,39.3,1230,San Francisco,California,2-year,Private for-profit,Associates--Private For-profit,www.heald.edu,115515,0,0,30.5,36,56.9,101240,2012,Male,Hispanic,2y all,199
Alaska,4y bach,18,54.5,Alaska,AK,Private not-for-profit,4-year,2012,Female,Unspecified,Rhode Island,RI,Private for-profit,2-year,0,0,0,California,1503,29.3,39.3,1720,Concord,California,2-year,Private for-profit,Associates--Private For-profit,www.heald.edu,115533,0,0,31.1,38,73.7,101240,2012,Female,Hispanic,2y all,98
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2012,Male,Asian,South Carolina,SC,Public,4-year,12,73.9,19.7,California,888,16.4,22.4,817,Oakland,California,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,www.hnu.edu,115728,910,7,24.7,20,74,101240,2012,Both Gender,American Indian,2y all,350
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2012,Male,American Indian,South Carolina,SC,Private not-for-profit,4-year,20,76.6,18.9,California,7767,19.7,25,7081,Arcata,California,4-year,Public,Masters Colleges and Universities--medium programs,www.humboldt.edu,115755,1008,41,10.8,17,77.6,101240,2012,Male,American Indian,2y all,327
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2012,Male,Black,South Carolina,SC,Private for-profit,4-year,8,79.9,21.6,California,757,16.2,22.4,1136,Stockton,California,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.humphreys.edu,115773,0,0,52.4,66,69.2,101240,2012,Female,American Indian,2y all,189
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2012,Male,Hispanic,South Carolina,SC,Public,2-year,20,41.9,13.4,California,7701,11.2,12.8,5313,Imperial,California,2-year,Public,Associates--Public Rural-serving Large,www.imperial.edu,115861,0,0,3.1,10,74.7,101240,2012,Both Gender,Asian,2y all,238
Alaska,4y bach,7,33.3,Alaska,AK,Private not-for-profit,4-year,2012,Male,White,South Carolina,SC,Private not-for-profit,2-year,1,90.4,23.3,California,13362,18.4,12.8,8005,Irvine,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.ivc.edu,116439,0,0,16.8,77,78.8,101240,2012,Male,Asian,2y all,319
Alaska,4y bach,7,30.4,Alaska,AK,Private not-for-profit,4-year,2012,Male,Unspecified,South Carolina,SC,Private for-profit,2-year,5,74.9,34.4,California,1209,32.9,23.2,1394,National City,California,4-year,Private for-profit,Other technology-related schools,www.itt-tech.edu,116466,0,0,10.7,26,0,101240,2012,Female,Asian,2y all,284
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Both Gender,Asian,South Dakota,SD,Public,4-year,7,61.7,18.5,California,534,43.9,23.2,510,San Dimas,California,4-year,Private for-profit,Other technology-related schools,www.itt-tech.edu,116475,0,0,8.3,16,0,101240,2013,Both Gender,Unspecified,2y all,123
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Both Gender,American Indian,South Dakota,SD,Private not-for-profit,4-year,6,57.1,21.9,California,823,37.1,23.2,971,Orange,California,4-year,Private for-profit,Other technology-related schools,www.itt-tech.edu,116484,0,0,0,0,0,101240,2013,Male,Unspecified,2y all,313
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Both Gender,Black,South Dakota,SD,Private for-profit,4-year,4,13.2,18.5,California,112,23.8,22.4,118,Los Angeles,California,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.aju.edu,116846,0,0,68.8,85,83.3,101240,2013,Female,Unspecified,2y all,287
Alaska,4y bach,2,40,Alaska,AK,Private not-for-profit,4-year,2013,Both Gender,Hispanic,South Dakota,SD,Public,2-year,5,74.4,32,California,13807,6.9,12.8,8144,Reedley,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.reedleycollege.edu,117052,0,0,9.3,49,67.3,101240,2013,Both Gender,White,2y all,330
Alaska,4y bach,8,26.7,Alaska,AK,Private not-for-profit,4-year,2013,Both Gender,White,South Dakota,SD,Private not-for-profit,2-year,1,12.6,15.5,California,577,20.4,22.4,437,San Dimas,California,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,www.lifepacific.edu,117104,930,11,39,44,62.8,101240,2013,Male,White,2y all,208
Alaska,4y bach,10,25,Alaska,AK,Private not-for-profit,4-year,2013,Both Gender,Unspecified,South Dakota,SD,Private for-profit,2-year,0,0,0,California,1869,22.3,23.2,2180,San Diego,California,4-year,Private for-profit,Schools of art- music- and design,www.artinstitutes.edu/san-diego/,117113,0,0,40.3,86,62,101240,2013,Female,White,2y all,209
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Female,Asian,Tennessee,TN,Public,4-year,9,67.5,19.5,California,5216,25.1,22.4,4476,La Verne,California,4-year,Private not-for-profit,Doctoral/Research Universities,www.laverne.edu/,117140,1035,42,38.6,43,87.9,101240,2013,Both Gender,Black,2y all,188
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Female,American Indian,Tennessee,TN,Private not-for-profit,4-year,38,74.5,20.9,California,514,15.6,22.4,433,Laguna Beach,California,4-year,Private not-for-profit,Schools of art- music- and design,www.lcad.edu,117168,0,0,53.3,67,84.2,101240,2013,Male,Black,2y all,202
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Female,Black,Tennessee,TN,Private for-profit,4-year,16,63.9,22.4,California,2426,10.3,12.8,1316,South Lake Tahoe,California,2-year,Public,Associates--Public Suburban-serving Single Campus,www.ltcc.edu,117195,0,0,21.1,86,59.3,101240,2013,Female,Black,2y all,321
Alaska,4y bach,2,40,Alaska,AK,Private not-for-profit,4-year,2013,Female,Hispanic,Tennessee,TN,Public,2-year,13,53.4,16.7,California,11362,9.2,12.8,5668,Oakland,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.laney.edu/wp/,117247,0,0,10,52,57.3,101240,2013,Both Gender,Hispanic,2y all,400
Alaska,4y bach,4,22.2,Alaska,AK,Private not-for-profit,4-year,2013,Female,White,Tennessee,TN,Private not-for-profit,2-year,3,33.1,21.3,California,2494,18.3,12.8,1329,Susanville,California,2-year,Public,Associates--Public Rural-serving Medium,www.lassencollege.edu/,117274,0,0,10.1,53,47.5,101240,2013,Male,Hispanic,2y all,374
Alaska,4y bach,6,22.2,Alaska,AK,Private not-for-profit,4-year,2013,Female,Unspecified,Tennessee,TN,Private for-profit,2-year,15,62.9,37.8,California,116,18.5,22.4,77,Oakland,California,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,www.lincolnuca.edu,117557,0,0,0,0,73.3,101240,2013,Female,Hispanic,2y all,249
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Male,Asian,Texas,TX,Public,4-year,35,61.7,21.7,California,2105,14.1,22.4,1959,Riverside,California,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,www.lasierra.edu,117627,926,10,29.7,28,76.2,101240,2013,Both Gender,American Indian,2y all,285
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Male,American Indian,Texas,TX,Private not-for-profit,4-year,44,71.4,23.3,California,24020,8.6,12.8,15602,Long Beach,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.lbcc.edu,117645,0,0,4.9,22,73.2,101240,2013,Male,American Indian,2y all,399
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Male,Black,Texas,TX,Private for-profit,4-year,22,53.8,23.9,California,10098,10.2,12.8,5285,Wilmington,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.lahc.edu,117690,0,0,7.6,39,69,101240,2013,Female,American Indian,2y all,332
Alaska,4y bach,0,0,Alaska,AK,Private not-for-profit,4-year,2013,Male,Hispanic,Texas,TX,Public,2-year,63,29.8,15,California,20080,10.4,12.8,10996,Woodland Hills,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.piercecollege.edu,117706,0,0,8.5,46,74.8,101240,2013,Both Gender,Asian,2y all,147
Alaska,4y bach,4,33.3,Alaska,AK,Private not-for-profit,4-year,2013,Male,White,Texas,TX,Private not-for-profit,2-year,6,57,19.3,California,7864,7.1,12.8,3247,Los Angeles,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.lasc.edu,117715,0,0,1.2,1,59.9,101240,2013,Male,Asian,2y all,368
Alaska,4y bach,4,30.8,Alaska,AK,Private not-for-profit,4-year,2013,Male,Unspecified,Texas,TX,Private for-profit,2-year,37,82.2,35.1,California,13879,12,12.8,7421,Los Angeles,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.lattc.edu,117724,0,0,7.9,41,63.7,101240,2013,Female,Asian,2y all,139
Alaska,4y bach,10,8.1,Alaska,AK,Public,4-year,2011,Both Gender,Asian,Utah,UT,Public,4-year,7,57.3,22,California,18762,11.6,12.8,9459,Valley Glen,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.lavc.edu,117733,0,0,4.7,20,75.7,101286,2011,Both Gender,Unspecified,2y all,308
Alaska,4y bach,3,1.5,Alaska,AK,Public,4-year,2011,Both Gender,American Indian,Utah,UT,Private not-for-profit,4-year,7,66.2,18.9,California,1112,18.3,22.4,1271,Santa Clarita,California,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.masters.edu,117751,1104,66,47.8,58,80.8,101286,2011,Male,Unspecified,2y all,370
Alaska,4y bach,1,3,Alaska,AK,Public,4-year,2011,Both Gender,Black,Utah,UT,Private for-profit,4-year,11,38.3,30.1,California,19635,6.4,12.8,10027,Los Angeles,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.lacitycollege.edu/,117788,0,0,3.1,10,61.4,101286,2011,Female,Unspecified,2y all,64
Alaska,4y bach,1,2.3,Alaska,AK,Public,4-year,2011,Both Gender,Hispanic,Utah,UT,Public,2-year,1,38,17.5,California,8990,13.9,12.8,4825,Sylmar,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.lamission.edu,117867,0,0,1.8,3,69.5,101286,2011,Both Gender,White,2y all,307
Alaska,4y bach,96,10.1,Alaska,AK,Public,4-year,2011,Both Gender,White,Utah,UT,Private not-for-profit,2-year,1,56.7,36.6,California,8525,12.7,12.8,5289,Pittsburg,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.losmedanos.edu,117894,0,0,8,42,71.9,101286,2011,Male,White,2y all,246
Alaska,4y bach,129,8.7,Alaska,AK,Public,4-year,2011,Both Gender,Unspecified,Utah,UT,Private for-profit,2-year,3,53.1,42.7,California,1304,18.6,23.2,1334,San Francisco,California,4-year,Private for-profit,Schools of art- music- and design,www.artinstitutes.edu/san-francisco/,117928,0,0,20.1,50,54.5,101286,2011,Female,White,2y all,366
Alaska,4y bach,4,6,Alaska,AK,Public,4-year,2011,Female,Asian,Vermont,VT,Public,4-year,5,72.8,24.4,California,6205,24.5,22.4,5743,Los Angeles,California,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.lmu.edu,117946,1202,84,66.8,84,91.4,101286,2011,Both Gender,Black,2y all,356
Alaska,4y bach,3,2.3,Alaska,AK,Public,4-year,2011,Female,American Indian,Vermont,VT,Private not-for-profit,4-year,13,80.2,21.7,California,594,33.5,39.3,953,Sacramento,California,2-year,Private for-profit,Associates--Private For-profit,sacramento.mticollege.edu,118198,0,0,70.5,87,67.3,101286,2011,Male,Black,2y all,388
Alaska,4y bach,0,0,Alaska,AK,Public,4-year,2011,Female,Black,Vermont,VT,Private for-profit,4-year,1,0,25.9,California,547,25.4,39.3,895,Sacramento,California,2-year,Private for-profit,Associates--Private For-profit,www.kaplancollege.com/sacramento-ca/,118259,0,0,0,0,83.9,101286,2011,Female,Black,2y all,148
Alaska,4y bach,0,0,Alaska,AK,Public,4-year,2011,Female,Hispanic,Vermont,VT,Public,2-year,1,13.2,17.7,California,1354,35.1,39.3,1700,San Diego,California,2-year,Private for-profit,Associates--Private For-profit,www.kaplancollege.com/san-diego-ca/,118277,0,0,0,0,83.6,101286,2011,Both Gender,Hispanic,2y all,313
Alaska,4y bach,65,12,Alaska,AK,Public,4-year,2011,Female,White,Vermont,VT,Private not-for-profit,2-year,0,0,0,California,896,28.5,39.3,1367,Vista,California,2-year,Private for-profit,Associates--Private For-profit,www.kaplancollege.com/vista-ca/,118286,0,0,0,0,88.5,101286,2011,Male,Hispanic,2y all,360
Alaska,4y bach,82,9.6,Alaska,AK,Public,4-year,2011,Female,Unspecified,Vermont,VT,Private for-profit,2-year,0,0,0,California,6077,6.6,12.8,4489,Kentfield,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.marin.edu,118347,0,0,10.9,57,71.1,101286,2011,Female,Hispanic,2y all,360
Alaska,4y bach,6,10.5,Alaska,AK,Public,4-year,2011,Male,Asian,Virginia,VA,Public,4-year,15,70.8,22,California,1033,11.9,22.4,932,Rancho Palos Verdes,California,4-year,Private not-for-profit,Associates--Private Not-for-profit,www.marymountcalifornia.edu,118541,0,0,0,0,66.5,101286,2011,Both Gender,American Indian,2y all,103
Alaska,4y bach,0,0,Alaska,AK,Public,4-year,2011,Male,American Indian,Virginia,VA,Private not-for-profit,4-year,28,66.1,19.4,California,3729,13.2,12.8,2263,Ukiah,California,2-year,Public,Associates--Public Rural-serving Large,www.mendocino.edu,118684,0,0,3.6,13,65.8,101286,2011,Male,American Indian,2y all,78
Alaska,4y bach,1,8.3,Alaska,AK,Public,4-year,2011,Male,Black,Virginia,VA,Private for-profit,4-year,20,53.4,28.6,California,745,20.6,22.4,723,Atherton,California,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.menlo.edu,118693,1001,29,28,25,81.5,101286,2011,Female,American Indian,2y all,269
Alaska,4y bach,1,5.9,Alaska,AK,Public,4-year,2011,Male,Hispanic,Virginia,VA,Public,2-year,24,42,19.3,California,10205,11.3,12.8,6973,Merced,California,2-year,Public,Associates--Public Rural-serving Large,www.mccd.edu,118718,0,0,4.1,16,73.7,101286,2011,Both Gender,Asian,2y all,131
Alaska,4y bach,31,7.6,Alaska,AK,Public,4-year,2011,Male,White,Virginia,VA,Private not-for-profit,2-year,0,0,0,California,5887,11.9,12.8,2842,Oakland,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.merritt.edu,118772,0,0,4.2,17,50.3,101286,2011,Male,Asian,2y all,392
Alaska,4y bach,47,7.4,Alaska,AK,Public,4-year,2011,Male,Unspecified,Virginia,VA,Private for-profit,2-year,17,73.6,28.4,California,985,28.7,22.4,926,Oakland,California,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,www.mills.edu,118888,1151,76,53,66,81.2,101286,2011,Female,Asian,2y all,169
Alaska,4y bach,13,10.7,Alaska,AK,Public,4-year,2012,Both Gender,Asian,Washington,WA,Public,4-year,18,32.9,23.8,California,14537,12.9,12.8,11189,Oceanside,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.miracosta.edu,118912,0,0,10.7,56,67,101286,2012,Both Gender,Unspecified,2y all,250
Alaska,4y bach,4,1.6,Alaska,AK,Public,4-year,2012,Both Gender,American Indian,Washington,WA,Private not-for-profit,4-year,16,73,24,California,9130,11.2,12.8,5625,Santa Clara,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.missioncollege.edu/,118930,0,0,7.7,39,70.4,101286,2012,Male,Unspecified,2y all,225
Alaska,4y bach,1,1.8,Alaska,AK,Public,4-year,2012,Both Gender,Black,Washington,WA,Private for-profit,4-year,9,53.6,22.2,California,17084,12.5,12.8,10635,Modesto,California,2-year,Public,Associates--Public Rural-serving Large,mjc.edu,118976,0,0,3.3,11,70.6,101286,2012,Female,Unspecified,2y all,400
Alaska,4y bach,6,9.8,Alaska,AK,Public,4-year,2012,Both Gender,Hispanic,Washington,WA,Public,2-year,25,14.6,20.5,California,9519,9.1,12.8,4588,Monterey,California,2-year,Public,Associates--Public Rural-serving Large,www.mpc.edu,119067,0,0,6.5,33,65.9,101286,2012,Both Gender,White,2y all,398
Alaska,4y bach,106,11.5,Alaska,AK,Public,4-year,2012,Both Gender,White,Washington,WA,Private not-for-profit,2-year,0,0,0,California,14206,20.3,12.8,9338,Moorpark,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.moorparkcollege.edu/index.shtml,119137,0,0,14.3,70,74.9,101286,2012,Male,White,2y all,268
Alaska,4y bach,151,9.8,Alaska,AK,Public,4-year,2012,Both Gender,Unspecified,Washington,WA,Private for-profit,2-year,5,0,37.3,California,28481,10.8,12.8,19891,Walnut,California,2-year,Public,Associates--Public Suburban-serving Single Campus,www.mtsac.edu,119164,0,0,8.3,44,78.9,101286,2012,Female,White,2y all,393
Alaska,4y bach,8,11.4,Alaska,AK,Public,4-year,2012,Female,Asian,West Virginia,WV,Public,4-year,12,72,18,California,2625,28.2,22.4,2157,Los Angeles,California,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,www.msmc.la.edu,119173,928,10,51.7,65,79.2,101286,2012,Both Gender,Black,2y all,268
Alaska,4y bach,3,2,Alaska,AK,Public,4-year,2012,Female,American Indian,West Virginia,WV,Private not-for-profit,4-year,8,76.7,19.9,California,14170,18.5,12.8,9516,San Jacinto,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.msjc.edu,119216,0,0,4.9,22,69.7,101286,2012,Male,Black,2y all,354
Alaska,4y bach,0,0,Alaska,AK,Public,4-year,2012,Female,Black,West Virginia,WV,Private for-profit,4-year,1,63.5,11.9,California,1204,29.2,23.2,1390,Hollywood,California,4-year,Private for-profit,Schools of art- music- and design,www.mi.edu,119270,0,0,0,0,56,101286,2012,Female,Black,2y all,317
Alaska,4y bach,4,12.9,Alaska,AK,Public,4-year,2012,Female,Hispanic,West Virginia,WV,Public,2-year,10,37,20.5,California,6308,18.2,12.8,3780,Napa,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.napavalley.edu,119331,0,0,9.7,51,76.2,101286,2012,Both Gender,Hispanic,2y all,373
Alaska,4y bach,71,13.9,Alaska,AK,Public,4-year,2012,Female,White,West Virginia,WV,Private not-for-profit,2-year,0,0,0,California,696,55.5,39.3,1049,Reseda,California,2-year,Private for-profit,Not applicable- not in Carnegie universe,www.everest.edu/campus/reseda,119359,0,0,63.9,81,80.2,101286,2012,Male,Hispanic,2y all,164
Alaska,4y bach,93,10.9,Alaska,AK,Public,4-year,2012,Female,Unspecified,West Virginia,WV,Private for-profit,2-year,8,71.4,33.1,California,747,48.7,39.3,1064,San Bernardino,California,2-year,Private for-profit,Associates--Private For-profit,everest.edu/campus/san_bernardino,119508,0,0,52.2,67,56.4,101286,2012,Female,Hispanic,2y all,215
Alaska,4y bach,5,9.8,Alaska,AK,Public,4-year,2012,Male,Asian,Wisconsin,WI,Public,4-year,14,63.6,20.3,California,509,10.8,23.2,369,San Jose,California,4-year,Private for-profit,Baccalaureate Colleges--Arts & Sciences,www.nhu.edu,119544,0,0,6.7,12,60,101286,2012,Both Gender,American Indian,2y all,282
Alaska,4y bach,1,1,Alaska,AK,Public,4-year,2012,Male,American Indian,Wisconsin,WI,Private not-for-profit,4-year,24,71.8,22,California,10074,14.3,22.4,12180,La Jolla,California,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.nu.edu,119605,0,0,15.4,8,76.6,101286,2012,Male,American Indian,2y all,279
Alaska,4y bach,1,3.8,Alaska,AK,Public,4-year,2012,Male,Black,Wisconsin,WI,Private for-profit,4-year,15,53.4,25.1,California,375,14.3,23.2,364,San Diego,California,4-year,Private for-profit,Schools of art- music- and design,www.newschoolarch.edu,119775,0,0,10,23,50,101286,2012,Female,American Indian,2y all,211
Alaska,4y bach,2,6.7,Alaska,AK,Public,4-year,2012,Male,Hispanic,Wisconsin,WI,Public,2-year,17,32.4,22.8,California,1213,24.5,22.4,1012,Belmont,California,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,www.ndnu.edu,120184,972,21,36.5,40,76.9,101286,2012,Both Gender,Asian,2y all,83
Alaska,4y bach,35,8.5,Alaska,AK,Public,4-year,2012,Male,White,Wisconsin,WI,Private not-for-profit,2-year,0,0,0,California,2128,21.7,22.4,2275,Los Angeles,California,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.oxy.edu,120254,1303,91,82.8,95,93,101286,2012,Male,Asian,2y all,107
Alaska,4y bach,58,8.5,Alaska,AK,Public,4-year,2012,Male,Unspecified,Wisconsin,WI,Private for-profit,2-year,1,0,31.6,California,10310,8.3,12.8,6153,Fremont,California,2-year,Public,Associates--Public Suburban-serving Single Campus,www.ohlone.edu,120290,0,0,10.2,53,76.7,101286,2012,Female,Asian,2y all,158
Alaska,4y bach,15,13,Alaska,AK,Public,4-year,2013,Both Gender,Asian,Wyoming,WY,Public,4-year,1,63.3,21.3,California,21886,13.1,12.8,12918,Costa Mesa,California,2-year,Public,Associates--Public Suburban-serving Multicampus,www.orangecoastcollege.edu/,120342,0,0,10.7,56,77.2,101286,2013,Both Gender,Unspecified,2y all,375
Alaska,4y bach,7,2.8,Alaska,AK,Public,4-year,2013,Both Gender,American Indian,Wyoming,WY,Private not-for-profit,4-year,0,0,0,California,1032,21,22.4,1163,Los Angeles,California,4-year,Private not-for-profit,Schools of art- music- and design,www.otis.edu,120403,1002,29,52,65,80.9,101286,2013,Male,Unspecified,2y all,274
Alaska,4y bach,4,10.3,Alaska,AK,Public,4-year,2013,Both Gender,Black,Wyoming,WY,Private for-profit,4-year,0,0,0,California,6939,17,12.8,3879,Oxnard,California,2-year,Public,Associates--Public Urban-serving Multicampus,www.oxnardcollege.edu,120421,0,0,8,42,69.1,101286,2013,Female,Unspecified,2y all,82
Alaska,4y bach,5,7.9,Alaska,AK,Public,4-year,2013,Both Gender,Hispanic,Wyoming,WY,Public,2-year,7,35.2,18.6,California,925,20.5,22.4,748,Fullerton,California,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.hiu.edu,120537,951,16,27.3,24,73.1,101286,2013,Both Gender,White,2y all,168
Alaska,4y bach,115,12.3,Alaska,AK,Public,4-year,2013,Both Gender,White,Wyoming,WY,Private not-for-profit,2-year,0,0,0,California,895,17.9,39.3,1222,San Diego,California,2-year,Private for-profit,Associates--Private For-profit,www.concorde.edu,120661,0,0,78.8,94,69.2,101286,2013,Male,White,2y all,243
Alaska,4y bach,159,10.4,Alaska,AK,Public,4-year,2013,Both Gender,Unspecified,Wyoming,WY,Private for-profit,2-year,1,0,58.1,California,1645,21.8,22.4,1478,Angwin,California,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.puc.edu,120865,1017,34,23.6,18,84.6,101286,2013,Female,White,2y all,218
