state_b5,program_type_b5,grad_100,grad_100_rate,state_b1,state_abbrevation_b1,organization_type_b1,level_b1,year_b1,gender_b1,race_b1,state_b2,state_abbrevation_b2,organization_type_b2,level_b2,university_count,counted_pct,awards_per_state_value_b2,state_b3,student count,awards_per_value,awards_per_state_value_b3,fte_value,city,state_b4,level_b4,institution_type,specific_college_type,website,universityid_pub,med_sat_value,med_sat_percentile,grad_100_value,grad_100_percentile,passing_rate_med,universityid_priv,year,gender_b6,race_b6,program_type_b6,passing_rate_b6
Arizona,4y bach,1,12.5,Arizona,AZ,Private not-for-profit,4-year,2013,Female,Hispanic,,,,,,,,Colorado,383,30.5,25.3,350,Boulder,Colorado,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.naropa.edu,127653,0,0,19.7,14,58.3,101301,2013,Both Gender,Hispanic,2y all,198
Arizona,4y bach,42,41.2,Arizona,AZ,Private not-for-profit,4-year,2013,Female,White,,,,,,,,Colorado,281,18,24.7,258,Colorado Springs,Colorado,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,www.national.edu/locations/colorado/colorado-springs,127680,0,0,20,48,0,101301,2013,Male,Hispanic,2y all,387
Arizona,4y bach,53,39.8,Arizona,AZ,Private not-for-profit,4-year,2013,Female,Unspecified,,,,,,,,Colorado,258,19.5,24.7,213,Denver,Colorado,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,www.national.edu/locations/colorado/denver,127699,0,0,0,0,0,101301,2013,Female,Hispanic,2y all,299
Arizona,4y bach,9,39.1,Arizona,AZ,Private not-for-profit,4-year,2013,Male,Asian,,,,,,,,Colorado,889,25.7,25.3,394,Colorado Springs,Colorado,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,www.nbc.edu,127714,0,0,0,0,0,101301,2013,Both Gender,American Indian,2y all,143
Arizona,4y bach,1,16.7,Arizona,AZ,Private not-for-profit,4-year,2013,Male,American Indian,,,,,,,,Colorado,1962,20.3,13.5,1337,Sterling,Colorado,2-year,Public,Associates--Public Rural-serving Medium,www.njc.edu,127732,0,0,27.3,92,58.8,101301,2013,Male,American Indian,2y all,366
Arizona,4y bach,1,11.1,Arizona,AZ,Private not-for-profit,4-year,2013,Male,Black,,,,,,,,Colorado,9947,20.1,19.6,9548,Greeley,Colorado,4-year,Public,Doctoral/Research Universities,www.unco.edu,127741,1029,51,26.5,61,66.3,101301,2013,Female,American Indian,2y all,399
Arizona,4y bach,9,30,Arizona,AZ,Private not-for-profit,4-year,2013,Male,Hispanic,,,,,,,,Colorado,1449,22,13.5,1167,La Junta,Colorado,2-year,Public,Associates--Public Rural-serving Small,www.ojc.edu,127778,0,0,25.4,90,53.1,101301,2013,Both Gender,Asian,2y all,379
Arizona,4y bach,97,33.1,Arizona,AZ,Private not-for-profit,4-year,2013,Male,White,,,,,,,,Colorado,371,54.5,33.7,528,Thornton,Colorado,2-year,Private for-profit,Associates--Private For-profit,www.everest.edu/campus/thornton,127787,0,0,46.6,59,70.1,101301,2013,Male,Asian,2y all,271
Arizona,4y bach,126,32.1,Arizona,AZ,Private not-for-profit,4-year,2013,Male,Unspecified,,,,,,,,Colorado,14634,11.6,13.5,10395,Colorado Springs,Colorado,2-year,Public,Associates--Public Urban-serving Multicampus,www.ppcc.edu,127820,0,0,8.2,44,53.1,101301,2013,Female,Asian,2y all,62
Arizona,4y bach,311,36,Arizona,AZ,Public,4-year,2011,Both Gender,Asian,,,,,,,,Colorado,339,19.8,33.7,521,Colorado Springs,Colorado,2-year,Private for-profit,Associates--Private For-profit,www.intellitecmedical.edu/,127839,0,0,63.4,80,61.8,101462,2011,Both Gender,Unspecified,2y all,352
Arizona,4y bach,38,9.2,Arizona,AZ,Public,4-year,2011,Both Gender,American Indian,,,,,,,,Colorado,6718,16,13.5,5329,Pueblo,Colorado,2-year,Public,Associates--Public Rural-serving Large,www.pueblocc.edu,127884,0,0,15.9,74,59.9,101462,2011,Male,Unspecified,2y all,390
Arizona,4y bach,113,19.9,Arizona,AZ,Public,4-year,2011,Both Gender,Black,,,,,,,,Colorado,8599,13.4,13.5,6185,Lakewood,Colorado,2-year,Public,Associates--Public Suburban-serving Multicampus,www.rrcc.edu,127909,0,0,14.7,71,57.3,101462,2011,Female,Unspecified,2y all,314
Arizona,4y bach,554,26.4,Arizona,AZ,Public,4-year,2011,Both Gender,Hispanic,,,,,,,,Colorado,5172,30.8,25.3,4403,Denver,Colorado,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.regis.edu/,127918,1087,61,42.5,49,81.9,101462,2011,Both Gender,White,2y all,280
Arizona,4y bach,3994,36.5,Arizona,AZ,Public,4-year,2011,Both Gender,White,,,,,,,,Colorado,739,21.7,24.7,612,Lakewood,Colorado,4-year,Private for-profit,Schools of art- music- and design,www.rmcad.edu,127945,0,0,38,84,66.3,101462,2011,Male,White,2y all,240
Arizona,4y bach,5310,33.6,Arizona,AZ,Public,4-year,2011,Both Gender,Unspecified,,,,,,,,Colorado,5207,16.7,19.6,4454,Pueblo,Colorado,4-year,Public,Masters Colleges and Universities--smaller programs,www.colostate-pueblo.edu,128106,967,25,18.1,38,62.6,101462,2011,Female,White,2y all,182
Arizona,4y bach,184,40.1,Arizona,AZ,Public,4-year,2011,Female,Asian,,,,,,,,Colorado,815,73.9,33.7,204,Colorado Springs,Colorado,2-year,Private for-profit,Associates--Private For-profit,www.intelliteccollege.edu,128179,0,0,63,79,85.4,101462,2011,Both Gender,Black,2y all,112
Arizona,4y bach,24,8.9,Arizona,AZ,Public,4-year,2011,Female,American Indian,,,,,,,,Colorado,536,41,33.7,1236,Grand Junction,Colorado,2-year,Private for-profit,Associates--Private For-profit,www.intellitec.edu,128188,0,0,52,67,79.3,101462,2011,Male,Black,2y all,217
Arizona,4y bach,75,23.2,Arizona,AZ,Public,4-year,2011,Female,Black,,,,,,,,Colorado,1791,28.1,13.5,1408,Trinidad,Colorado,2-year,Public,Associates--Public Rural-serving Medium,www.trinidadstate.edu/,128258,0,0,33.9,95,57.9,101462,2011,Female,Black,2y all,245
Arizona,4y bach,354,29.4,Arizona,AZ,Public,4-year,2011,Female,Hispanic,,,,,,,,Colorado,2193,19.9,19.6,1865,Gunnison,Colorado,4-year,Public,Baccalaureate Colleges--Arts & Sciences,www.western.edu,128391,1005,40,22.5,52,68.4,101462,2011,Both Gender,Hispanic,2y all,335
Arizona,4y bach,2529,42.4,Arizona,AZ,Public,4-year,2011,Female,White,,,,,,,,Connecticut,1278,29.7,21.8,1382,New Haven,Connecticut,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.albertus.edu,128498,830,2,0,0,92.6,101462,2011,Male,Hispanic,2y all,178
Arizona,4y bach,3320,38.4,Arizona,AZ,Public,4-year,2011,Female,Unspecified,,,,,,,,Connecticut,1715,15.8,15.1,1048,Enfield,Connecticut,2-year,Public,Associates--Public Suburban-serving Single Campus,www.asnuntuck.edu,128577,0,0,16.5,76,75.6,101462,2011,Female,Hispanic,2y all,202
Arizona,4y bach,127,31.4,Arizona,AZ,Public,4-year,2011,Male,Asian,,,,,,,,Connecticut,837,17.9,12.1,815,Southington,Connecticut,4-year,Private for-profit,Baccalaureate/Associates Colleges,www.lincolncollegene.edu,128683,0,0,20.8,52,34.8,101462,2011,Both Gender,American Indian,2y all,242
Arizona,4y bach,14,9.7,Arizona,AZ,Public,4-year,2011,Male,American Indian,,,,,,,,Connecticut,2835,22.7,21.8,2241,Bridgeport,Connecticut,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.bridgeport.edu,128744,923,9,18.7,12,63.6,101462,2011,Male,American Indian,2y all,252
Arizona,4y bach,38,15.6,Arizona,AZ,Public,4-year,2011,Male,Black,,,,,,,,Connecticut,9771,20.9,23.9,8543,New Britain,Connecticut,4-year,Public,Masters Colleges and Universities--larger programs,www.ccsu.edu,128771,1006,40,20.1,43,76.8,101462,2011,Female,American Indian,2y all,391
Arizona,4y bach,200,22.4,Arizona,AZ,Public,4-year,2011,Male,Hispanic,,,,,,,,Connecticut,1915,21.5,21.8,2062,New London,Connecticut,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.connecticutcollege.edu,128902,0,0,79.3,92,88.3,101462,2011,Both Gender,Asian,2y all,350
Arizona,4y bach,1465,29.4,Arizona,AZ,Public,4-year,2011,Male,White,,,,,,,,Connecticut,18032,27.9,23.9,17671,Storrs,Connecticut,4-year,Public,Research Universities--very high research activity,uconn.edu/,129020,1233,94,68.3,98,93.9,101462,2011,Male,Asian,2y all,329
Arizona,4y bach,1990,27.8,Arizona,AZ,Public,4-year,2011,Male,Unspecified,,,,,,,,Connecticut,3388,18.8,21.8,3017,East Hartford,Connecticut,4-year,Private not-for-profit,Associates--Private Not-for-profit,www.goodwin.edu,129154,0,0,0,0,54.1,101462,2011,Female,Asian,2y all,390
Arizona,4y bach,373,36.5,Arizona,AZ,Public,4-year,2012,Both Gender,Asian,,,,,,,,Connecticut,5179,23.1,23.9,4862,Willimantic,Connecticut,4-year,Public,Masters Colleges and Universities--smaller programs,www.easternct.edu/,129215,1017,47,32.2,72,78.1,101462,2012,Both Gender,Unspecified,2y all,340
Arizona,4y bach,48,11.4,Arizona,AZ,Public,4-year,2012,Both Gender,American Indian,,,,,,,,Connecticut,3873,22.7,21.8,3884,Fairfield,Connecticut,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,fairfield.edu/,129242,0,0,78.9,92,87,101462,2012,Male,Unspecified,2y all,294
Arizona,4y bach,115,18.1,Arizona,AZ,Public,4-year,2012,Both Gender,Black,,,,,,,,Connecticut,4168,16.3,15.1,2609,Hartford,Connecticut,2-year,Public,Associates--Public Urban-serving Single Campus,www.ccc.commnet.edu,129367,0,0,2.8,9,51.7,101462,2012,Female,Unspecified,2y all,131
Arizona,4y bach,661,26.3,Arizona,AZ,Public,4-year,2012,Both Gender,Hispanic,,,,,,,,Connecticut,5187,23,21.8,5140,West Hartford,Connecticut,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.hartford.edu,129525,1053,49,50.8,63,72.5,101462,2012,Both Gender,White,2y all,272
Arizona,4y bach,4197,36.7,Arizona,AZ,Public,4-year,2012,Both Gender,White,,,,,,,,Connecticut,5813,13.6,15.1,3677,Bridgeport,Connecticut,2-year,Public,Associates--Public Rural-serving Medium,www.hcc.commnet.edu,129543,0,0,2.7,8,61.6,101462,2012,Male,White,2y all,174
Arizona,4y bach,5678,33.7,Arizona,AZ,Public,4-year,2012,Both Gender,Unspecified,,,,,,,,Connecticut,7571,17.4,15.1,4667,Manchester,Connecticut,2-year,Public,Associates--Public Suburban-serving Single Campus,www.mcc.commnet.edu/,129695,0,0,4.2,17,60.7,101462,2012,Female,White,2y all,377
Arizona,4y bach,222,42.4,Arizona,AZ,Public,4-year,2012,Female,Asian,,,,,,,,Connecticut,7294,15.9,15.1,4491,Waterbury,Connecticut,2-year,Public,Associates--Public Rural-serving Large,www.nv.edu,129729,0,0,2.5,7,60.2,101462,2012,Both Gender,Black,2y all,96
Arizona,4y bach,30,11.3,Arizona,AZ,Public,4-year,2012,Female,American Indian,,,,,,,,Connecticut,2900,16.2,15.1,1813,Middletown,Connecticut,2-year,Public,Associates--Public Suburban-serving Single Campus,www.mxcc.commnet.edu,129756,0,0,5.6,28,62.4,101462,2012,Male,Black,2y all,81
Arizona,4y bach,68,20.4,Arizona,AZ,Public,4-year,2012,Female,Black,,,,,,,,Connecticut,866,20.6,21.8,813,New London,Connecticut,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.mitchell.edu,129774,0,0,30.8,30,64.8,101462,2012,Female,Black,2y all,113
Arizona,4y bach,434,29.6,Arizona,AZ,Public,4-year,2012,Female,Hispanic,,,,,,,,Connecticut,4749,16,15.1,2897,Norwich,Connecticut,2-year,Public,Associates--Public Rural-serving Medium,www.trcc.commnet.edu,129808,0,0,3.7,13,61.4,101462,2012,Both Gender,Hispanic,2y all,181
Arizona,4y bach,2600,42,Arizona,AZ,Public,4-year,2012,Female,White,,,,,,,,Connecticut,4864,19.6,21.8,4802,West Haven,Connecticut,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.newhaven.edu,129941,1034,42,44.2,53,76.4,101462,2012,Male,Hispanic,2y all,140
Arizona,4y bach,3496,38.3,Arizona,AZ,Public,4-year,2012,Female,Unspecified,,,,,,,,Connecticut,6556,13.1,15.1,4085,Norwalk,Connecticut,2-year,Public,Associates--Public Rural-serving Large,www.ncc.commnet.edu,130004,0,0,1.6,3,67,101462,2012,Female,Hispanic,2y all,136
Arizona,4y bach,151,30.3,Arizona,AZ,Public,4-year,2012,Male,Asian,,,,,,,,Connecticut,1549,16.7,15.1,837,Winsted,Connecticut,2-year,Public,Associates--Public Suburban-serving Single Campus,www.nwcc.commnet.edu,130040,0,0,2.6,7,55.3,101462,2012,Both Gender,American Indian,2y all,301
Arizona,4y bach,18,11.5,Arizona,AZ,Public,4-year,2012,Male,American Indian,,,,,,,,Connecticut,155,29.7,12.1,159,Hamden,Connecticut,4-year,Private for-profit,Schools of art- music- and design,www.paiercollegeofart.edu,130110,0,0,50,90,93.3,101462,2012,Male,American Indian,2y all,328
Arizona,4y bach,47,15.5,Arizona,AZ,Public,4-year,2012,Male,Black,,,,,,,,Connecticut,7371,10.5,12.1,5326,Waterbury,Connecticut,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,www.post.edu/,130183,865,0,26.1,63,39.5,101462,2012,Female,American Indian,2y all,260
Arizona,4y bach,227,21.6,Arizona,AZ,Public,4-year,2012,Male,Hispanic,,,,,,,,Connecticut,1929,15.2,15.1,1178,Danielson,Connecticut,2-year,Public,Associates--Public Rural-serving Medium,www.qvcc.edu,130217,0,0,6.6,33,48.4,101462,2012,Both Gender,Asian,2y all,385
Arizona,4y bach,1597,30.4,Arizona,AZ,Public,4-year,2012,Male,White,,,,,,,,Connecticut,6542,22.4,21.8,6404,Hamden,Connecticut,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.quinnipiac.edu,130226,1102,65,72.4,88,85.2,101462,2012,Male,Asian,2y all,181
Arizona,4y bach,2182,28.3,Arizona,AZ,Public,4-year,2012,Male,Unspecified,,,,,,,,Connecticut,4489,21.5,21.8,4023,Fairfield,Connecticut,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.sacredheart.edu,130253,0,0,63.4,80,81,101462,2012,Female,Asian,2y all,370
Arizona,4y bach,361,37.8,Arizona,AZ,Public,4-year,2013,Both Gender,Asian,,,,,,,,Connecticut,1049,23.9,21.8,905,West Hartford,Connecticut,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.usj.edu,130314,950,15,37,41,77.1,101462,2013,Both Gender,Unspecified,2y all,100
Arizona,4y bach,75,16.6,Arizona,AZ,Public,4-year,2013,Both Gender,American Indian,,,,,,,,Connecticut,8186,13.3,15.1,4672,New Haven,Connecticut,2-year,Public,Associates--Public Urban-serving Multicampus,www.gwcc.commnet.edu/,130396,0,0,2.1,4,59,101462,2013,Male,Unspecified,2y all,201
Arizona,4y bach,147,21.9,Arizona,AZ,Public,4-year,2013,Both Gender,Black,,,,,,,,Connecticut,827,23.8,21.8,530,Bridgeport,Connecticut,4-year,Private not-for-profit,Associates--Private Not-for-profit,www.stvincentscollege.edu,130448,0,0,0,0,25,101462,2013,Female,Unspecified,2y all,55
Arizona,4y bach,741,30.8,Arizona,AZ,Public,4-year,2013,Both Gender,Hispanic,,,,,,,,Connecticut,8257,22.2,23.9,7281,New Haven,Connecticut,4-year,Public,Masters Colleges and Universities--larger programs,www.southernct.edu,130493,921,12,17.9,38,75.2,101462,2013,Both Gender,White,2y all,381
Arizona,4y bach,4537,40.5,Arizona,AZ,Public,4-year,2013,Both Gender,White,,,,,,,,Connecticut,2301,23.7,21.8,2298,Hartford,Connecticut,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.trincoll.edu,130590,1240,87,81.4,93,90.9,101462,2013,Male,White,2y all,88
Arizona,4y bach,6106,37.2,Arizona,AZ,Public,4-year,2013,Both Gender,Unspecified,,,,,,,,Connecticut,4547,13.9,15.1,2787,Farmington,Connecticut,2-year,Public,Associates--Public Suburban-serving Single Campus,www.tunxis.edu,130606,0,0,1,1,61.6,101462,2013,Female,White,2y all,113
Arizona,4y bach,204,42.3,Arizona,AZ,Public,4-year,2013,Female,Asian,,,,,,,,Connecticut,2906,24,21.8,3114,Middletown,Connecticut,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.wesleyan.edu,130697,1387,95,86.2,96,95.1,101462,2013,Both Gender,Black,2y all,253
Arizona,4y bach,54,20.4,Arizona,AZ,Public,4-year,2013,Female,American Indian,,,,,,,,Connecticut,5492,18.4,23.9,5044,Danbury,Connecticut,4-year,Public,Masters Colleges and Universities--medium programs,www.wcsu.edu,130776,0,0,21,47,74.3,101462,2013,Male,Black,2y all,110
Arizona,4y bach,94,26,Arizona,AZ,Public,4-year,2013,Female,Black,,,,,,,,Connecticut,5430,18.8,21.8,6908,New Haven,Connecticut,4-year,Private not-for-profit,Research Universities--very high research activity,www.yale.edu,130794,1497,100,89.6,99,98.7,101462,2013,Female,Black,2y all,86
Arizona,4y bach,490,35.9,Arizona,AZ,Public,4-year,2013,Female,Hispanic,,,,,,,,Delaware,4429,19.9,16,3159,Georgetown,Delaware,2-year,Public,Associates--Public Rural-serving Medium,https://www.dtcc.edu/our-campuses/georgetown,130891,0,0,13.8,68,59.2,101462,2013,Both Gender,Hispanic,2y all,245
Arizona,4y bach,2767,45.8,Arizona,AZ,Public,4-year,2013,Female,White,,,,,,,,Delaware,3031,18.3,16,2239,Dover,Delaware,2-year,Public,Associates--Public Rural-serving Medium,https://www.dtcc.edu/our-campuses/dover,130907,0,0,7.7,39,54.4,101462,2013,Male,Hispanic,2y all,220
Arizona,4y bach,3743,42.3,Arizona,AZ,Public,4-year,2013,Female,Unspecified,,,,,,,,Delaware,7030,12.4,16,4972,Wilmington,Delaware,2-year,Public,Associates--Public Urban-serving Multicampus,https://www.dtcc.edu/our-campuses/wilmington,130916,0,0,4.4,19,59.8,101462,2013,Female,Hispanic,2y all,93
Arizona,4y bach,157,33.2,Arizona,AZ,Public,4-year,2013,Male,Asian,,,,,,,,Delaware,3892,14.1,20.7,3797,Dover,Delaware,4-year,Public,Masters Colleges and Universities--medium programs,www.desu.edu,130934,890,7,18.1,38,65.2,101462,2013,Both Gender,American Indian,2y all,62
Arizona,4y bach,21,11.3,Arizona,AZ,Public,4-year,2013,Male,American Indian,,,,,,,,Delaware,18487,22,20.7,17653,Newark,Delaware,4-year,Public,Research Universities--very high research activity,www.udel.edu/,130943,1178,88,68.4,98,91.9,101462,2013,Male,American Indian,2y all,107
Arizona,4y bach,53,17.1,Arizona,AZ,Public,4-year,2013,Male,Black,,,,,,,,Delaware,554,25.6,24.4,567,Wilmington,Delaware,4-year,Private not-for-profit,Schools of business and management,www.gbc.edu,130989,0,0,29.6,28,55.1,101462,2013,Female,American Indian,2y all,328
Arizona,4y bach,251,24.2,Arizona,AZ,Public,4-year,2013,Male,Hispanic,,,,,,,,Delaware,1600,18,24.4,1322,Dover,Delaware,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.wesley.edu,131098,841,2,10.8,5,52.5,101462,2013,Both Gender,Asian,2y all,322
Arizona,4y bach,1770,34.2,Arizona,AZ,Public,4-year,2013,Male,White,,,,,,,,Delaware,8611,25.9,24.4,6179,New Castle,Delaware,4-year,Private not-for-profit,Doctoral/Research Universities,www.wilmu.edu,131113,0,0,31.4,32,63.9,101462,2013,Male,Asian,2y all,345
Arizona,4y bach,2363,31.2,Arizona,AZ,Public,4-year,2013,Male,Unspecified,,,,,,,,District of Columbia,7340,23.5,22.6,7098,Washington,District of Columbia,4-year,Private not-for-profit,Doctoral/Research Universities,www.american.edu,131159,1258,89,75.9,90,88.2,101462,2013,Female,Asian,2y all,190
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Both Gender,Asian,,,,,,,,District of Columbia,3713,20.2,22.6,3757,Washington,District of Columbia,4-year,Private not-for-profit,Research Universities--high research activity,www.cua.edu,131283,1118,70,61.9,79,82.6,101499,2011,Both Gender,Unspecified,2y all,54
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Both Gender,American Indian,,,,,,,,District of Columbia,323,20.9,22.6,289,Washington,District of Columbia,4-year,Private not-for-profit,Schools of art- music- and design,www.corcoran.edu,131308,0,0,41.8,48,90.2,101499,2011,Male,Unspecified,2y all,267
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Both Gender,Black,,,,,,,,District of Columbia,4712,16.5,16.5,3454,Washington,District of Columbia,4-year,Public,Masters Colleges and Universities--smaller programs,www.udc.edu,131399,0,0,5.7,5,58.3,101499,2011,Female,Unspecified,2y all,113
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Both Gender,Hispanic,,,,,,,,District of Columbia,1077,20.7,22.6,1062,Washington,District of Columbia,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,www.gallaudet.edu,131450,841,2,15.5,8,68.9,101499,2011,Both Gender,White,2y all,248
Arkansas,4y bach,2,7.4,Arkansas,AR,Private for-profit,4-year,2011,Both Gender,White,,,,,,,,District of Columbia,10357,25.6,22.6,10304,Washington,District of Columbia,4-year,Private not-for-profit,Research Universities--very high research activity,www.gwu.edu,131469,1297,91,75.6,90,92.3,101499,2011,Male,White,2y all,227
Arkansas,4y bach,2,2.5,Arkansas,AR,Private for-profit,4-year,2011,Both Gender,Unspecified,,,,,,,,District of Columbia,7636,25,22.6,7346,Washington,District of Columbia,4-year,Private not-for-profit,Research Universities--very high research activity,www.georgetown.edu,131496,1398,96,88,98,96,101499,2011,Female,White,2y all,166
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Female,Asian,,,,,,,,District of Columbia,6974,17.7,22.6,6446,Washington,District of Columbia,4-year,Private not-for-profit,Research Universities--high research activity,www.howard.edu,131520,1081,59,39.6,45,81.5,101499,2011,Both Gender,Black,2y all,239
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Female,American Indian,,,,,,,,Virginia,1373,1.9,28.4,2900,Falls Church,Virginia,2-year,Private for-profit,Associates--Private For-profit,medtech.edu,131742,0,0,31.1,38,55.9,101499,2011,Male,Black,2y all,326
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Female,Black,,,,,,,,District of Columbia,883,17.2,16.5,818,Washington,District of Columbia,4-year,Private for-profit,Masters Colleges and Universities--larger programs,www.strayer.edu/district-columbia/washington,131803,0,0,18.2,44,0,101499,2011,Female,Black,2y all,305
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Female,Hispanic,,,,,,,,District of Columbia,1853,16,22.6,1492,Washington,District of Columbia,4-year,Private not-for-profit,Masters Colleges and Universities--larger programs,www.trinitydc.edu,131876,0,0,14.9,8,55.2,101499,2011,Both Gender,Hispanic,2y all,139
Arkansas,4y bach,1,10,Arkansas,AR,Private for-profit,4-year,2011,Female,White,,,,,,,,Florida,1924,27.6,18.1,1933,Fort Lauderdale,Florida,4-year,Private for-profit,Schools of art- music- and design,www.aifl.edu,132338,0,0,26.8,65,66.7,101499,2011,Male,Hispanic,2y all,354
Arkansas,4y bach,1,2,Arkansas,AR,Private for-profit,4-year,2011,Female,Unspecified,,,,,,,,Florida,507,25.2,24.2,428,Graceville,Florida,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,www.baptistcollege.edu,132408,1062,53,18.4,11,83.3,101499,2011,Female,Hispanic,2y all,375
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Male,Asian,,,,,,,,Florida,4341,26.9,24.2,4212,Miami,Florida,4-year,Private not-for-profit,Doctoral/Research Universities,www.barry.edu,132471,930,11,21.6,15,60,101499,2011,Both Gender,American Indian,2y all,189
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Male,American Indian,,,,,,,,Florida,3724,14.7,24.2,3675,Daytona Beach,Florida,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,www.cookman.edu,132602,812,2,22.7,17,63,101499,2011,Male,American Indian,2y all,71
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Male,Black,,,,,,,,Florida,1785,24.2,24.2,1704,Boca Raton,Florida,4-year,Private not-for-profit,Doctoral/Research Universities,www.lynn.edu,132657,940,13,32.6,34,69.2,101499,2011,Female,American Indian,2y all,232
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2011,Male,Hispanic,,,,,,,,Florida,16711,25.1,23.9,12053,Cocoa,Florida,4-year,Public,Associates--Public Rural-serving Large,www.easternflorida.edu,132693,0,0,0,0,0,101499,2011,Both Gender,Asian,2y all,260
Arkansas,4y bach,1,5.9,Arkansas,AR,Private for-profit,4-year,2011,Male,White,,,,,,,,Florida,43883,20.7,23.9,30322,Fort Lauderdale,Florida,4-year,Public,Associates--Public Urban-serving Multicampus,www.broward.edu,132709,0,0,0,0,0,101499,2011,Male,Asian,2y all,265
Arkansas,4y bach,1,3.4,Arkansas,AR,Private for-profit,4-year,2011,Male,Unspecified,,,,,,,,Florida,59,40.2,34.7,332,Winter Park,Florida,2-year,Private for-profit,Associates--Private For-profit,www.fortis.edu,132806,0,0,23,26,78.6,101499,2011,Female,Asian,2y all,131
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2012,Both Gender,Asian,,,,,,,,Florida,294,33,24.2,314,Miami,Florida,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,www.mia.albizu.edu,132842,0,0,13,6,100,101499,2012,Both Gender,Unspecified,2y all,331
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2012,Both Gender,American Indian,,,,,,,,Florida,8162,21.6,23.9,6103,Ocala,Florida,4-year,Public,Associates--Public Rural-serving Large,www.cf.edu,132851,0,0,0,0,0,101499,2012,Male,Unspecified,2y all,93
Arkansas,4y bach,2,3.6,Arkansas,AR,Private for-profit,4-year,2012,Both Gender,Black,,,,,,,,Florida,302,15.3,24.2,370,Kissimmee,Florida,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,www.fcc.edu,132879,970,20,6.5,3,74.7,101499,2012,Female,Unspecified,2y all,214
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2012,Both Gender,Hispanic,,,,,,,,Florida,51333,26.4,23.9,45565,Orlando,Florida,4-year,Public,Research Universities--very high research activity,www.ucf.edu/,132903,1175,88,35.9,77,87.1,101499,2012,Both Gender,White,2y all,320
Arkansas,4y bach,1,3.3,Arkansas,AR,Private for-profit,4-year,2012,Both Gender,White,,,,,,,,Florida,2160,28.4,23.9,1609,Marianna,Florida,4-year,Public,Associates--Public 4-year Primarily Associates,www.chipola.edu,133021,0,0,0,0,0,101499,2012,Male,White,2y all,55
Arkansas,4y bach,3,2.3,Arkansas,AR,Private for-profit,4-year,2012,Both Gender,Unspecified,,,,,,,,Florida,495,18.2,24.2,498,Clearwater,Florida,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,www.clearwater.edu,133085,1026,37,43.9,52,58.3,101499,2012,Female,White,2y all,373
Arkansas,4y bach,0,0,Arkansas,AR,Private for-profit,4-year,2012,Female,Asian,,,,,,,,Florida,14865,27.7,23.9,11389,Daytona Beach,Florida,4-year,Public,Associates--Public 4-year Primarily Associates,www.daytonastate.edu,133386,0,0,0,0,0,101499,2012,Both Gender,Black,2y all,344
